Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
29,Andre Johnson\JohnAn02,HOU,WR,29,13,13,0,0,0,0,0,2,10,5,0,138,86,1216,14.14,8,171,259.1,212.6,53,10,29
30,Steve Johnson\JohnSt00,BUF,WR,24,16,13,0,0,0,0,0,0,0,,0,141,82,1073,13.09,10,167,251.8,207.3,50,11,30
31,BenJarvus Green-Ellis\GreeBe00,NWE,RB,25,16,11,0,0,0,0,0,229,1008,4.4,13,16,12,85,7.08,0,187,202.3,193.3,50,14,31
32,Mike Williams\WillMi04,TAM,WR,23,16,16,0,0,0,0,0,0,0,,0,129,65,964,14.83,11,162,228.9,191.9,45,12,32
33,Miles Austin\AustMi00,DAL,WR,26,16,16,0,0,0,0,0,7,93,13.29,1,119,69,1041,15.09,7,161,232.9,194.9,44,13,33
34,Jeremy Maclin\MaclJe00,PHI,WR,22,16,16,0,0,0,0,0,3,36,12,0,115,70,964,13.77,10,160,232.5,194,42,14,34
35,Drew Brees\BreeDr00,NOR,QB,31,16,16,448,658,4620,33,22,18,-3,-0.17,0,1,1,7,7,0,273,294.7,286.7,42,6,35
36,Antonio Gates\GateAn00,SDG,TE,30,10,10,0,0,0,0,0,0,0,,0,65,50,782,15.64,10,138,191.2,163.2,42,2,36
37,Cedric Benson\BensCe00,CIN,RB,28,16,16,0,0,0,0,0,321,1111,3.46,7,37,28,178,6.36,1,179,209.4,185.9,41,15,37
38,DeSean Jackson\JackDe00,PHI,WR,24,14,14,0,0,0,0,0,16,104,6.5,1,95,47,1056,22.47,6,158,215,183.5,40,15,38
39,Vernon Davis\DaviVe00,SFO,TE,26,16,16,0,0,0,0,0,0,0,,0,93,56,914,16.32,7,135,194.4,163.4,39,3,39
40,Terrell Owens\OwenTe00,CIN,WR,37,14,11,0,0,0,0,0,0,0,,0,139,72,983,13.65,9,152,227.3,188.3,35,16,40
41,Larry Fitzgerald\FitzLa00,ARI,WR,27,16,15,0,0,0,0,0,0,0,,0,173,90,1137,12.63,6,152,244.7,196.7,34,17,41
42,Marcedes Lewis\LewiMa00,JAX,TE,26,16,16,0,0,0,0,0,0,0,,0,89,58,700,12.07,10,130,190,157,34,4,42
43,Josh Freeman\FreeJo00,TAM,QB,22,16,16,291,474,3451,25,6,68,364,5.35,0,0,0,0,,0,264,272.9,263.4,33,7,43
44,Mario Manningham\MannMa01,NYG,WR,24,16,8,0,0,0,0,0,1,2,2,0,93,60,944,15.73,9,149,211.1,177.6,31,18,44
45,Santana Moss\MossSa00,WAS,WR,31,16,16,0,0,0,0,0,5,-6,-1.2,0,145,93,1115,11.99,6,147,241.4,190.4,29,19,45
46,Matt Ryan\RyanMa00,ATL,QB,25,16,16,357,571,3705,28,9,46,122,2.65,0,0,0,0,,0,258,271.4,263.4,27,8,46
47,Marques Colston\ColsMa00,NOR,WR,27,15,11,0,0,0,0,0,1,1,1,0,131,84,1023,12.18,7,144,231.4,186.4,27,20,47
48,LaDainian Tomlinson\TomlLa00,NYJ,RB,31,15,13,0,0,0,0,0,219,914,4.17,6,79,52,368,7.08,0,164,220.7,187.2,26,16,48
49,Knowshon Moreno\MoreKn00,DEN,RB,23,13,13,0,0,0,0,0,182,779,4.28,5,48,37,372,10.05,3,163,204.6,178.6,25,18,49
50,Mike Tolbert\TolbMi00,SDG,RB,25,15,4,0,0,0,0,0,182,735,4.04,11,29,25,216,8.64,0,163,191.6,170.6,25,17,50
51,Frank Gore\GoreFr00,SFO,RB,27,11,11,0,0,0,0,0,203,853,4.2,3,72,46,452,9.83,2,161,210.5,179.5,23,19,51
52,Matt Schaub\SchaMa00,HOU,QB,29,16,16,365,574,4370,24,12,22,28,1.27,0,0,0,0,,0,252,262.1,254.6,20,9,52
53,Rob Gronkowski\GronRo00,NWE,TE,21,16,11,0,0,0,0,0,0,0,,0,59,42,546,13,10,115,159.1,134.6,18,5,53
54,Fred Jackson\JackFr02,BUF,RB,29,16,13,0,0,0,0,0,222,927,4.18,5,54,31,215,6.94,2,156,190.7,166.7,18,20,54
55,Percy Harvin\HarvPe00,MIN,WR,22,14,13,0,0,0,0,0,18,107,5.94,1,109,71,868,12.23,5,136,218,176,18,21,55
56,Braylon Edwards\EdwaBr00,NYJ,WR,27,16,15,0,0,0,0,0,1,4,4,0,101,53,904,17.06,7,135,190.3,160.3,17,22,56
57,Kenny Britt\BritKe00,TEN,WR,22,12,7,0,0,0,0,0,0,0,,0,73,42,775,18.45,9,134,178,153.5,16,23,57
58,Eli Manning\MannEl00,NYG,QB,29,16,16,339,539,4002,31,25,32,70,2.19,0,0,0,0,,0,241,265.6,259.1,10,10,58
59,Wes Welker\WelkWe00,NWE,WR,29,15,11,0,0,0,0,0,0,0,,0,123,86,848,9.86,7,127,215.3,169.8,9,24,59
60,Chris Cooley\CoolCh00,WAS,TE,28,16,16,0,0,0,0,0,0,0,,0,126,77,849,11.03,3,105,183.4,140.4,9,6,60
61,Johnny Knox\KnoxJo00,CHI,WR,24,16,16,0,0,0,0,0,1,2,2,0,100,51,960,18.82,5,126,179.7,150.7,8,25,61
62,Joe Flacco\FlacJo00,BAL,QB,25,16,16,306,489,3622,25,10,43,84,1.95,1,0,0,0,,0,239,247.8,240.3,8,11,62
63,Anquan Boldin\BoldAn00,BAL,WR,30,16,16,1,1,-6,0,0,2,2,1,0,109,64,837,13.08,7,126,192.2,156.7,8,26,63
64,Kellen Winslow\WinsKe01,TAM,TE,27,16,11,0,0,0,0,0,0,0,,0,98,66,730,11.06,5,103,171.5,135,7,7,64
65,Lance Moore\MoorLa00,NOR,WR,27,16,1,0,0,0,0,0,0,0,,0,94,66,763,11.56,8,124,192.3,155.3,7,27,65
66,Tony Gonzalez\GonzTo00,ATL,TE,34,16,16,0,0,0,0,0,0,0,,0,108,70,656,9.37,6,102,174.6,136.6,5,8,66
67,Derrick Mason\MasoDe00,BAL,WR,36,16,15,0,0,0,0,0,0,0,,0,100,61,802,13.15,7,122,186.2,152.7,4,28,67
68,Brandon Jacobs\JacoBr00,NYG,RB,28,16,5,0,0,0,0,0,147,823,5.6,9,13,7,59,8.43,0,142,151.2,143.7,4,21,68
69,Dustin Keller\KellDu00,NYJ,TE,26,16,13,0,0,0,0,0,0,0,,0,100,55,687,12.49,5,99,156.7,126.2,3,9,69
70,Jahvid Best\BestJa00,DET,RB,21,16,9,0,1,0,0,0,171,555,3.25,4,80,58,487,8.4,2,140,203.7,168.2,2,22,70
71,Zach Miller\MillZa01,OAK,TE,25,15,15,0,0,0,0,0,0,0,,0,92,60,685,11.42,5,99,161,127.5,2,10,71
72,Brandon Marshall\MarsBr00,MIA,WR,26,14,14,0,1,0,0,0,2,3,1.5,0,146,86,1014,11.79,3,120,207.7,160.7,2,29,72
73,Aaron Hernandez\HernAa00,NWE,TE,21,14,7,0,0,0,0,0,3,47,15.67,0,64,45,563,12.51,6,97,145,119.5,1,11,73
74,LeGarrette Blount\BlouLe00,TAM,RB,24,13,7,0,0,0,0,0,201,1007,5.01,6,7,5,14,2.8,0,138,144.1,136.6,,23,74
75,Deion Branch\BranDe00,2TM,WR,31,15,12,0,0,0,0,0,0,0,,0,92,61,818,13.41,6,118,181.3,147.3,,30,75
76,Marquis Johnson\JohnMa99,STL,,22,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,1,76
77,John Paul Foschi\FoscJo00,CIN,,28,2,1,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,3,77
78,Thomas Jones\JoneTh00,KAN,RB,32,16,10,0,0,0,0,0,245,896,3.66,6,20,14,122,8.71,0,138,156.3,141.8,,24,78
79,Matt Cassel\CassMa00,KAN,QB,28,15,15,262,450,3116,27,7,33,125,3.79,0,0,0,0,,0,231,242.6,235.1,,12,
80,Carson Palmer\PalmCa00,CIN,QB,31,16,16,362,586,3970,26,20,32,50,1.56,0,0,0,0,,0,230,249.3,242.8,,13,
81,David Garrard\GarrDa00,JAX,QB,32,14,14,236,366,2734,23,15,66,279,4.23,5,0,0,0,,0,229,244.8,233.3,,14,
82,Jay Cutler\CutlJa00,CHI,QB,27,15,15,261,432,3274,23,16,50,232,4.64,1,0,0,0,,0,222,239.2,228.2,,15,
83,Kyle Orton\OrtoKy00,DEN,QB,28,13,13,293,498,3653,20,9,22,98,4.45,0,0,0,0,,0,218,227.9,222.9,,16,
84,Ben Roethlisberger\RoetBe00,PIT,QB,28,12,12,240,389,3200,17,5,33,176,5.33,2,0,0,0,,0,216,223.6,214.6,,17,
85,Ryan Fitzpatrick\FitzRy00,BUF,QB,28,13,13,255,441,3000,23,15,40,269,6.73,0,0,0,0,,0,209,225.9,215.9,,18,
86,Mark Sanchez\SancMa00,NYJ,QB,24,16,16,278,507,3291,17,13,30,105,3.5,3,0,0,0,,0,204,218.6,208.1,,19,
87,Sam Bradford\BradSa00,STL,QB,23,16,16,354,590,3512,18,15,27,63,2.33,1,0,0,0,,0,195,209.3,202.8,,20,
88,Donovan McNabb\McNaDo00,WAS,QB,34,13,13,275,472,3377,14,15,29,151,5.21,0,0,0,0,,0,176,192.2,181.2,,21,
89,Shaun Hill\HillSh00,DET,QB,30,11,10,257,416,2686,16,12,22,123,5.59,0,0,0,0,,0,162,178.2,170.7,,22,
90,Jason Campbell\CampJa00,OAK,QB,29,13,12,194,329,2387,13,8,47,222,4.72,1,0,0,0,,0,160,169.2,158.7,,23,
91,Chad Henne\HennCh01,MIA,QB,25,15,14,301,490,3301,15,19,35,52,1.49,0,0,0,0,,0,159,178.7,173.2,,25,
92,Jon Kitna\KitnJo00,DAL,QB,38,10,9,209,318,2365,16,12,31,147,4.74,1,0,0,0,,0,159,174.3,165.3,,24,
93,Matt Hasselbeck\HassMa00,SEA,QB,35,14,14,266,444,3001,12,17,23,60,2.61,3,0,0,0,,0,158,174.5,168,,26,
94,Alex Smith\SmitAl03,SFO,QB,26,11,10,204,342,2370,14,10,18,60,3.33,0,0,0,0,,0,139,149.8,144.8,,27,
95,Felix Jones\JoneFe00,DAL,RB,23,16,7,0,0,0,0,0,185,800,4.32,1,52,48,450,9.38,1,137,190,159,,25,
96,Michael Bush\BushMi00,OAK,RB,26,14,3,0,0,0,0,0,158,655,4.15,8,24,18,194,10.78,0,133,156.9,141.9,,26,
97,Brandon Jackson\JackBr00,GNB,RB,25,16,13,0,0,0,0,0,190,703,3.7,3,50,43,342,7.95,1,129,177,149,,28,
98,Danny Woodhead\WoodDa02,2TM,RB,25,15,3,0,0,0,0,0,97,547,5.64,5,44,34,379,11.15,1,129,168.1,144.6,,27,
99,Ronnie Brown\BrowRo05,MIA,RB,29,16,16,0,2,0,0,0,200,734,3.67,5,43,33,242,7.33,0,128,165.1,141.1,,29,
100,Marshawn Lynch\LyncMa00,2TM,RB,24,16,14,0,0,0,0,0,202,737,3.65,6,26,22,145,6.59,0,124,150.2,131.2,,31,
101,Ryan Mathews\MathRy00,SDG,RB,23,12,9,0,0,0,0,0,158,678,4.29,7,26,22,145,6.59,0,124,149.8,130.3,,30,
102,Ryan Torain\ToraRy00,WAS,RB,24,10,8,0,0,0,0,0,164,742,4.52,4,27,18,125,6.94,2,123,145.7,129.7,,32,
103,Tim Hightower\HighTi00,ARI,RB,24,16,13,0,0,0,0,0,153,736,4.81,5,42,21,136,6.48,0,117,141.7,122.7,,33,
104,Mike Thomas\ThomMi01,JAX,WR,23,16,11,0,0,0,0,0,12,114,9.5,0,102,66,820,12.42,4,117,193.9,153.4,,31,
105,Pierre Garcon\GarcPi00,IND,WR,24,14,14,0,0,0,0,0,2,6,3,0,119,67,784,11.7,6,115,185,148.5,,32,
106,Kerry Collins\CollKe00,TEN,QB,38,10,7,160,278,1823,14,8,10,1,0.1,0,0,0,0,,0,115,123.5,118,,28,
107,Austin Collie\CollAu00,IND,WR,25,9,6,0,0,0,0,0,0,0,,0,71,58,649,11.19,8,113,173.4,140.9,,33,
108,Santonio Holmes\HolmSa00,NYJ,WR,26,12,10,0,0,0,0,0,2,17,8.5,0,96,52,746,14.35,6,112,166.3,136.3,,34,
109,Davone Bess\BessDa00,MIA,WR,25,16,8,0,0,0,0,0,2,-3,-1.5,0,125,79,820,10.38,5,112,192.2,148.2,,35,
110,Michael Crabtree\CrabMi00,SFO,WR,23,16,15,0,0,0,0,0,0,0,,0,101,55,741,13.47,6,110,168.1,137.6,,36,
111,Malcom Floyd\FloyMa00,SDG,WR,29,11,9,0,0,0,0,0,0,0,,0,77,37,717,19.38,6,108,147.2,125.2,,37,
112,Nate Burleson\BurlNa00,DET,WR,29,14,14,0,0,0,0,0,7,81,11.57,0,86,55,625,11.36,6,107,163.6,132.1,,39,
113,Brett Favre\FavrBr00,MIN,QB,41,13,13,217,358,2509,11,19,17,8,0.47,0,0,0,0,,0,107,125.7,119.2,,29,
114,Chad Johnson\JohnCh01,CIN,,32,14,12,0,1,0,0,0,0,0,,0,126,67,831,12.4,4,107,177.1,140.6,,38,
115,Jonathan Stewart\StewJo00,CAR,RB,23,14,7,0,0,0,0,0,178,770,4.33,2,14,8,103,12.88,1,105,117.3,105.3,,34,
116,Hines Ward\WardHi00,PIT,WR,34,16,15,0,0,0,0,0,1,-2,-2,0,95,59,755,12.8,5,105,166.8,133.8,,40,
117,Anthony Armstrong\ArmsAn00,WAS,WR,27,15,11,0,0,0,0,0,0,0,,0,86,44,871,19.8,3,105,151.6,126.1,,41,
118,Nate Washington\WashNa00,TEN,WR,27,16,16,0,0,0,0,0,1,-8,-8,0,94,42,687,16.36,6,104,148.9,124.9,,42,
119,Chris Ivory\IvorCh00,NOR,RB,22,12,4,0,0,0,0,0,137,716,5.23,5,1,1,17,17,0,103,105.3,99.8,,35,
120,Shonn Greene\GreeSh00,NYJ,RB,25,15,2,0,0,0,0,0,185,766,4.14,2,24,16,120,7.5,0,101,121.1,105.6,,36,
121,Jabar Gaffney\GaffJa00,DEN,WR,30,16,11,0,0,0,0,0,0,0,,0,112,65,875,13.46,2,100,167,131,,43,
122,Ricky Williams\WillRi00,MIA,RB,33,16,0,0,0,0,0,0,159,673,4.23,2,30,19,141,7.42,1,99,122.4,104.9,,37,
123,Tim Tebow\TeboTi00,DEN,QB,23,9,3,41,82,654,5,3,43,227,5.28,6,0,0,0,,0,99,107.4,100.9,,31,
124,Tony Romo\RomoTo00,DAL,QB,30,6,6,148,213,1605,11,7,6,38,6.33,0,0,0,11,,0,99,109.1,106.1,,30,
125,James Jones\JoneJa04,GNB,WR,26,16,3,0,0,0,0,0,0,0,,0,87,50,679,13.58,5,98,149.4,119.9,,45,
126,Mike Sims-Walker\WalkMi01,JAX,WR,26,14,13,0,0,0,0,0,0,0,,0,80,43,562,13.07,7,98,143.7,118.7,,44,
127,Cadillac Williams\WillCa02,TAM,RB,28,16,9,0,0,0,0,0,125,437,3.5,2,64,46,355,7.72,1,97,148.7,119.2,,38,
128,Vince Young\YounVi00,TEN,QB,27,9,8,93,156,1255,10,3,25,125,5,0,0,0,0,,0,97,102.7,93.7,,32,
129,Brandon Pettigrew\PettBr00,DET,TE,25,16,16,0,0,0,0,0,0,0,,0,111,71,722,10.17,4,96,170.2,131.7,,12,
130,Robert Meachem\MeacRo00,NOR,WR,26,16,7,0,0,0,0,0,4,14,3.5,0,66,44,638,14.5,5,95,142.2,117.2,,46,
131,Derek Anderson\AndeDe00,ARI,QB,27,12,9,169,327,2065,7,10,5,25,5,0,0,0,0,,0,95,105.1,99.1,,33,
132,Danny Amendola\AmenDa00,STL,WR,25,16,6,0,0,0,0,0,7,81,11.57,0,123,85,689,8.11,3,95,182,135.5,,47,
133,Mike Goodson\GoodMi00,CAR,RB,23,16,3,0,0,0,0,0,103,452,4.39,3,57,40,310,7.75,0,94,137.7,109.2,,39,
134,Ben Watson\WatsBe00,CLE,TE,30,16,16,0,0,0,0,0,1,-1,-1,0,102,68,763,11.22,3,94,165.2,128.2,,13,
135,Jason Snelling\SnelJa00,ATL,RB,27,14,0,0,0,0,0,0,87,324,3.72,2,51,44,303,6.89,3,93,141.7,112.7,,40,
136,Kevin Walter\WaltKe00,HOU,WR,29,16,16,0,0,0,0,0,0,0,,0,80,51,621,12.18,5,92,146.1,117.6,,48,
137,Rashad Jennings\JennRa00,JAX,RB,25,13,3,0,0,0,0,0,84,459,5.46,4,35,26,223,8.58,0,92,124.2,105.2,,41,
138,Dez Bryant\BryaDe01,DAL,WR,22,12,2,0,0,0,0,0,1,0,0,0,73,45,561,12.47,6,92,151.1,124.6,,49,
139,Darren Sproles\SproDa00,SDG,RB,27,16,3,0,0,0,0,0,50,267,5.34,0,75,59,520,8.81,2,91,154.2,117.2,,42,
140,Colt McCoy\McCoCo00,CLE,QB,24,8,8,135,222,1576,6,9,28,136,4.86,1,1,1,13,13,0,90,105.4,98.4,,34,
141,Todd Heap\HeapTo00,BAL,TE,30,13,13,0,0,0,0,0,0,0,,0,64,40,599,14.98,5,90,132.4,108.9,,14,
142,Justin Forsett\ForsJu00,SEA,RB,25,16,5,0,0,0,0,0,118,523,4.43,2,51,33,252,7.64,0,90,128.5,106,,43,
143,Jacoby Ford\FordJa01,OAK,RB,23,16,9,0,0,0,0,0,10,155,15.5,2,54,25,470,18.8,2,87,134,114,,45,
144,Keiland Williams\WillKe03,WAS,RB,24,15,3,0,0,0,0,0,65,261,4.02,3,58,39,309,7.92,2,87,131.5,105.5,,44,
145,Mike Williams\WillMi03,SEA,WR,26,14,13,0,0,0,0,0,1,0,0,0,110,65,751,11.55,2,87,155.1,119.6,,50,
146,Eddie Royal\RoyaEd00,DEN,WR,24,16,10,0,0,0,0,0,6,61,10.17,0,105,59,627,10.63,3,87,146.8,112.3,,51,
147,Jacob Tamme\TammJa00,IND,TE,25,16,8,0,0,0,0,0,0,0,,0,93,67,631,9.42,4,87,157.1,120.6,,15,
148,Joseph Addai\AddaJo00,IND,RB,27,8,7,0,0,0,0,0,116,495,4.27,4,26,19,124,6.53,0,86,109.9,93.4,,46,
149,Roy Williams\WillRo04,DAL,WR,29,15,9,0,0,0,0,0,0,0,,0,64,37,530,14.32,5,85,123.5,100.5,,52,
150,Josh Morgan\MorgJo00,SFO,WR,25,16,11,0,0,0,0,0,2,17,8.5,0,80,44,698,15.86,2,84,129.5,103.5,,53,
151,Kevin Boss\BossKe00,NYG,TE,26,15,13,0,0,0,0,0,0,0,,0,70,35,531,15.17,5,83,120.6,99.6,,16,
152,Donald Brown\BrowDo00,IND,RB,23,13,8,0,0,0,0,0,129,497,3.85,2,28,20,205,10.25,0,82,108.2,92.2,,47,
153,Steve Breaston\BreaSt00,ARI,WR,27,13,11,1,2,17,0,0,3,35,11.67,0,87,47,718,15.28,1,82,138,111.5,,54,
154,Lee Evans\EvanLe00,BUF,WR,29,13,13,0,0,0,0,0,0,0,,0,84,37,578,15.62,4,82,120.8,98.3,,55,
155,Donald Driver\DrivDo00,GNB,WR,35,15,15,0,0,0,0,0,0,0,,0,85,51,565,11.08,4,81,134,105,,56,
156,Maurice Morris\MorrMa00,DET,RB,31,14,7,0,0,0,0,0,90,336,3.73,5,31,25,170,6.8,0,81,111.1,92.1,,48,
157,Willis McGahee\McGaWi00,BAL,RB,29,15,2,0,0,0,0,0,100,380,3.8,5,17,14,55,3.93,1,80,95.5,84.5,,49,
158,Brian Westbrook\WestBr00,SFO,RB,31,14,5,0,0,0,0,0,77,340,4.42,4,24,16,150,9.38,1,79,101,87,,50,
159,Ben Obomanu\ObomBe00,SEA,WR,27,15,6,0,0,0,0,0,2,17,8.5,0,49,30,494,16.47,4,79,112.1,94.1,,57,
160,Jordan Shipley\ShipJo00,CIN,WR,25,15,4,0,0,0,0,0,0,0,,0,74,52,600,11.54,3,78,133,104,,58,
161,Anthony Fasano\FasaAn00,MIA,TE,26,15,15,0,0,0,0,0,0,0,,0,60,39,528,13.54,4,77,118.8,96.3,,17,
162,Brandon Gibson\GibsBr00,STL,WR,23,14,12,0,0,0,0,0,3,28,9.33,0,91,53,620,11.7,2,77,132.8,103.3,,61,
163,Jacoby Jones\JoneJa03,HOU,WR,26,15,7,0,0,0,0,0,2,7,3.5,0,78,51,562,11.02,3,77,130.4,101.4,,60,
164,Troy Smith\SmitTr02,SFO,QB,26,6,6,73,145,1176,5,4,23,121,5.26,1,0,0,0,,0,77,84.1,75.1,,35,
165,Louis Murphy\MurpLo00,OAK,WR,23,14,9,0,0,0,0,0,1,43,43,0,78,41,609,14.85,2,77,120.2,95.7,,59,
166,Joel Dreessen\DreeJo00,HOU,TE,28,16,10,0,0,0,0,0,0,0,,0,55,36,518,14.39,4,76,114.3,92.8,,18,
167,Brent Celek\CeleBr00,PHI,TE,25,16,15,0,0,0,0,0,0,0,,0,79,42,511,12.17,4,75,120.1,96.1,,19,
168,Earl Bennett\BennEa00,CHI,WR,23,14,3,0,0,0,0,0,2,9,4.5,0,71,46,561,12.2,3,75,123.5,97,,62,
169,Devin Hester\HestDe99,CHI,WR,28,16,13,0,0,0,0,0,7,30,4.29,0,73,40,475,11.88,4,75,135.5,112.5,,63,
170,John Kuhn\KuhnJo00,GNB,RB,28,16,2,0,0,0,0,0,84,281,3.35,4,18,15,97,6.47,2,74,91.3,80.3,,51,
171,Tony Moeaki\MoeaTo00,KAN,TE,23,15,15,0,0,0,0,0,0,0,,0,73,47,556,11.83,3,74,123.6,97.1,,20,
172,Jermaine Gresham\GresJe00,CIN,TE,22,15,10,0,0,0,0,0,0,0,,0,83,52,471,9.06,4,73,127.1,97.1,,21,
173,Steve Smith\SmitSt02,NYG,WR,25,9,7,0,0,0,0,0,0,0,,0,75,48,529,11.02,3,71,121.9,94.9,,64,
174,Jordy Nelson\NelsJo00,GNB,WR,25,16,4,0,0,0,0,0,0,0,,0,64,45,582,12.93,2,70,116.7,89.7,,66,
175,Marcel Reece\ReecMa00,OAK,RB,25,16,10,0,0,0,0,0,30,122,4.07,1,43,25,333,13.32,3,70,100,81,,52,
176,Brian Hartline\HartBr00,MIA,WR,24,12,11,0,0,0,0,0,2,27,13.5,0,73,43,615,14.3,1,70,115.7,90.7,,65,
177,Greg Olsen\OlseGr00,CHI,TE,25,16,13,0,0,0,0,0,0,0,,0,70,41,404,9.85,5,70,113.4,88.9,,22,
178,Randy Moss\MossRa00,3TM,WR,33,16,11,0,0,0,0,0,0,0,,0,63,28,393,14.04,5,69,100.3,83.3,,67,
179,David Gettis\GettDa00,CAR,WR,23,15,13,0,0,0,0,0,3,2,0.67,0,67,37,508,13.73,3,69,108.5,86.5,,68,
180,Kevin Kolb\KolbKe00,PHI,QB,26,7,5,115,189,1197,7,7,15,65,4.33,0,0,0,0,,0,68,75.4,69.4,,36,
181,Steve Smith\SmitSt01,CAR,WR,31,14,14,0,0,0,0,0,1,9,9,0,100,46,554,12.04,2,68,115.8,88.3,,69,
182,Brandon Tate\TateBr00,NWE,WR,23,16,10,0,0,0,0,0,5,62,12.4,0,46,24,432,18,3,67,105.9,90.4,,70,
183,Marion Barber\BarbMa01,DAL,RB,27,13,10,0,1,0,0,0,113,374,3.31,4,16,11,49,4.45,0,66,80.3,71.8,,53,
184,Blair White\WhitBl00,IND,WR,23,13,4,0,0,0,0,0,0,0,,0,57,36,355,9.86,5,66,104,82.5,,71,
