Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
40,Reuben Droughns\DrouRe00,CLE,RB,27,16,16,0,0,0,0,0,309,1232,3.99,2,56,39,369,9.46,0,172,214.1,185.6,29,14,40
41,Willie Parker\ParkWi00,PIT,RB,25,15,15,0,0,0,0,0,255,1202,4.71,4,24,18,218,12.11,1,172,194,177,29,15,41
42,Eddie Kennison\KennEd00,KAN,WR,32,16,16,0,0,0,0,0,7,43,6.14,0,108,68,1102,16.21,5,145,215,177.5,28,18,42
43,Corey Dillon\DillCo00,NWE,RB,31,12,10,0,0,0,0,0,209,733,3.51,12,26,22,181,8.23,1,169,196.9,179.4,26,16,43
44,Matt Hasselbeck\HassMa00,SEA,QB,30,16,16,294,449,3459,24,9,36,124,3.44,1,0,0,0,,0,235,247.8,239.8,25,4,44
45,Domanick Williams\DaviDo01,HOU,RB,25,11,11,0,1,0,0,0,230,976,4.24,2,48,39,337,8.64,4,167,211.3,184.8,24,17,45
46,Brian Westbrook\WestBr00,PHI,RB,26,12,12,0,0,0,0,0,156,617,3.96,3,96,61,616,10.1,4,167,234.3,197.8,24,18,46
47,Jimmy Smith\SmitJi00,JAX,WR,36,16,16,0,0,0,0,0,0,0,,0,128,70,1023,14.61,6,138,211.3,173.3,22,19,47
48,Reggie Wayne\WaynRe00,IND,WR,27,16,16,0,0,0,0,0,0,0,,0,122,83,1055,12.71,5,138,221,176,21,20,48
49,Donte' Stallworth\StalDo00,NOR,WR,25,16,13,0,0,0,0,0,2,2,1,0,129,70,945,13.5,7,137,209.2,170.7,20,21,49
50,Cadillac Williams\WillCa02,TAM,RB,23,14,14,0,0,0,0,0,290,1178,4.06,6,25,20,81,4.05,0,162,183.4,168.9,19,19,50
51,Eli Manning\MannEl00,NYG,QB,24,16,16,294,557,3762,24,17,29,80,2.76,1,0,0,0,,0,228,244,236.5,19,5,51
52,Michael Vick\VickMi00,ATL,QB,25,15,15,214,387,2412,15,13,102,597,5.85,6,1,1,-14,-14,0,227,241.3,229.3,17,6,52
53,Chris Brown\BrowCh03,TEN,RB,24,15,14,0,0,0,0,0,224,851,3.8,5,37,25,327,13.08,2,160,188.8,168.3,17,20,53
54,Randy McMichael\McMiRa01,MIA,TE,26,16,16,0,0,0,0,0,0,0,,0,104,60,582,9.7,5,88,150.7,117.2,15,7,54
55,L.J. Smith\SmitL.00,PHI,TE,25,16,16,0,0,0,0,0,0,0,,0,107,61,682,11.18,3,86,149.7,115.7,13,8,55
56,Deion Branch\BranDe00,NWE,WR,26,16,15,0,0,0,0,0,0,0,,0,125,78,998,12.79,5,130,210.8,168.8,13,22,56
57,Joe Jurevicius\JureJo00,SEA,WR,31,16,12,0,0,0,0,0,0,0,,0,84,55,694,12.62,10,129,186.9,155.9,13,23,57
58,Drew Bledsoe\BledDr00,DAL,QB,33,16,16,300,499,3639,23,17,34,50,1.47,2,0,0,0,,0,223,234.1,222.6,13,7,58
59,Jerramy Stevens\StevJe00,SEA,TE,26,16,11,0,0,0,0,0,0,0,,0,68,45,554,12.31,5,85,133.4,107.9,13,9,59
60,Jake Plummer\PlumJa00,DEN,QB,31,16,16,277,456,3366,18,7,46,151,3.28,2,0,0,0,,0,222,232.7,224.7,12,8,60
61,Drew Brees\BreeDr00,SDG,QB,26,16,16,323,500,3576,24,15,21,49,2.33,1,1,0,0,,0,220,233.9,226.9,10,9,61
62,Heath Miller\MillHe00,PIT,TE,23,16,15,0,0,0,0,0,0,0,,0,52,39,459,11.77,6,82,123.9,101.4,9,10,62
63,Trent Green\GreeTr00,KAN,QB,35,16,16,317,507,4014,17,10,35,82,2.34,0,0,0,0,,0,219,227.8,220.8,9,10,63
64,Derrick Mason\MasoDe00,BAL,WR,31,16,16,0,0,0,0,0,0,0,,0,137,86,1073,12.48,3,125,213.8,167.3,9,24,64
65,Antonio Bryant\BryaAn00,CLE,WR,24,16,15,0,0,0,0,0,1,3,3,0,123,69,1009,14.62,4,125,196.7,158.7,9,25,65
66,Julius Jones\JoneJu01,DAL,RB,24,13,12,0,0,0,0,0,257,993,3.86,5,45,35,218,6.23,0,151,190.1,164.6,8,21,66
67,Tatum Bell\BellTa00,DEN,RB,24,15,1,0,0,0,0,0,173,921,5.32,8,28,18,104,5.78,0,151,173,156.5,7,22,67
68,Jerry Porter\PortJe00,OAK,WR,27,16,14,0,0,0,0,0,1,-8,-8,0,142,76,942,12.39,5,123,201.9,160.4,7,26,68
69,Kerry Collins\CollKe00,OAK,QB,33,15,15,302,565,3759,20,12,17,39,2.29,1,0,0,0,,0,216,224.8,215.3,6,11,69
70,Kevin Curtis\CurtKe00,STL,WR,27,16,9,0,0,0,0,0,1,5,5,1,97,60,801,13.35,6,123,184.6,150.6,6,27,70
71,Keyshawn Johnson\JohnKe00,DAL,WR,33,16,14,0,1,0,0,0,1,3,3,0,123,71,839,11.82,6,122,194.7,154.7,6,28,71
72,Ben Troupe\TrouBe00,TEN,TE,23,15,11,0,0,0,0,0,0,0,,0,80,55,530,9.64,4,77,134,102.5,4,11,72
73,Lee Evans\EvanLe00,BUF,WR,24,16,15,0,0,0,0,0,4,38,9.5,0,92,48,743,15.48,7,120,171.1,144.1,3,29,73
74,Ronnie Brown\BrowRo05,MIA,RB,24,15,14,0,0,0,0,0,207,907,4.38,4,47,32,232,7.25,1,144,179.9,155.9,1,23,74
75,Corey McIntyre\McInCo00,CLE,,26,15,1,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,1,75
76,DeShaun Foster\FostDe00,CAR,RB,25,15,5,0,1,0,0,0,205,879,4.29,2,48,34,372,10.94,1,143,182.1,158.1,,24,76
77,Sean McHugh\McHuSe00,DET,,23,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,4,77
78,Jake Delhomme\DelhJa00,CAR,QB,30,16,16,262,435,3421,24,16,24,31,1.29,1,0,0,0,,0,210,222.9,213.9,,12,78
79,Mark Brunell\BrunMa00,WAS,QB,35,16,15,262,454,3050,23,10,42,111,2.64,0,0,0,0,,0,207,217.6,206.1,,13,
80,Steve McNair\McNaSt00,TEN,QB,32,14,14,292,476,3161,16,11,32,139,4.34,1,0,0,0,,0,188,201.8,192.3,,14,
81,Brett Favre\FavrBr00,GNB,QB,36,16,16,372,607,3881,20,29,18,62,3.44,0,0,0,0,,0,187,214.4,206.4,,15,
82,Aaron Brooks\BrooAa00,NOR,QB,29,13,13,240,431,2882,13,17,45,281,6.24,2,0,0,0,,0,173,194.4,186.4,,16,
83,David Carr\CarrDa00,HOU,QB,26,16,16,256,423,2488,14,11,56,308,5.5,1,0,0,0,,0,172,180.8,166.3,,17,
84,Gus Frerotte\FrerGu00,MIA,QB,34,16,15,257,494,2996,18,13,27,61,2.26,0,0,0,0,,0,172,181.4,171.9,,18,
85,Ben Roethlisberger\RoetBe00,PIT,QB,23,12,12,168,268,2385,17,9,31,69,2.23,3,0,0,0,,0,170,181.3,177.3,,19,
86,Donovan McNabb\McNaDo00,PHI,QB,29,9,9,211,357,2507,16,9,25,55,2.2,1,0,0,0,,0,160,167.8,160.8,,20,
87,Byron Leftwich\LeftBy00,JAX,QB,25,11,11,175,302,2123,15,5,31,67,2.16,2,0,0,0,,0,154,157.6,150.6,,21,
88,Kurt Warner\WarnKu00,ARI,QB,34,10,10,242,375,2713,11,9,13,28,2.15,0,1,1,0,0,0,139,147.8,139.8,,22,
89,Jamal Lewis\LewiJa00,BAL,RB,26,15,15,0,0,0,0,0,269,906,3.37,3,44,32,191,5.97,1,134,169.2,144.7,,25,
90,Marc Bulger\BulgMa00,STL,QB,28,8,8,192,287,2297,14,9,9,29,3.22,0,1,1,1,1,0,133,143.9,138.4,,23,
91,Stephen Davis\DaviSt00,CAR,RB,31,13,11,0,0,0,0,0,180,549,3.05,12,12,5,45,9,0,131,138.4,131.9,,26,
92,Brad Johnson\JohnBr00,MIN,QB,37,15,9,184,294,1885,12,4,18,53,2.94,0,0,0,0,,0,121,125.2,119.7,,24,
93,Ricky Williams\WillRi00,MIA,RB,28,12,3,0,0,0,0,0,168,743,4.42,6,20,17,93,5.47,0,120,139.1,127.1,,27,
94,Chris Cooley\CoolCh00,WAS,RB,23,16,16,0,0,0,0,0,0,0,,0,103,71,774,10.9,7,119,191.9,151.9,,28,
95,Mewelde Moore\MoorMe00,MIN,RB,23,16,8,0,0,0,0,0,155,662,4.27,1,49,37,339,9.16,2,118,166.1,140.6,,29,
96,Trent Dilfer\DilfTr00,CLE,QB,33,11,11,199,333,2321,11,12,20,46,2.3,0,0,0,0,,0,117,127.9,120.4,,25,
97,Roy Williams\WillRo04,DET,WR,24,13,12,0,0,0,0,0,0,0,,0,94,45,687,15.27,8,117,164.7,139.2,,30,
98,Laveranues Coles\ColeLa00,NYJ,WR,28,16,16,0,0,0,0,0,0,0,,0,132,73,845,11.58,5,115,190,150,,31,
99,Curtis Martin\MartCu00,NYJ,RB,32,12,12,0,0,0,0,0,220,735,3.34,5,30,24,118,4.92,0,115,144.3,125.3,,30,
100,Terrell Owens\OwenTe00,PHI,WR,32,7,7,0,0,0,0,0,1,2,2,0,92,47,763,16.23,6,113,162.5,136,,32,
101,Joey Harrington\HarrJo00,DET,QB,27,12,11,188,330,2021,12,12,24,80,3.33,0,1,1,-4,-4,0,112,124.9,117.9,,26,
102,Chris Simms\SimmCh00,TAM,QB,25,11,10,191,313,2035,10,7,19,31,1.63,0,1,1,-3,-3,0,110,118.2,111.7,,27,
103,Ernest Wilford\WilfEr00,JAX,WR,26,16,8,0,0,0,0,0,0,0,,0,74,41,681,16.61,7,110,154.1,130.6,,34,
104,Amani Toomer\ToomAm00,NYG,WR,31,16,15,0,0,0,0,0,0,0,,0,109,60,684,11.4,7,110,173.4,140.4,,33,
105,Samkon Gado\GadoSa00,GNB,RB,23,8,5,0,1,0,0,0,143,582,4.07,6,12,10,77,7.7,1,108,118.9,108.9,,31,
106,Kevin Jones\JoneKe02,DET,RB,23,13,13,0,0,0,0,0,186,664,3.57,5,28,20,109,5.45,0,107,132.3,115.3,,32,
107,Priest Holmes\HolmPr00,KAN,RB,32,7,7,0,0,0,0,0,119,451,3.79,6,32,21,197,9.38,1,107,133.3,116.3,,33,
108,Eric Moulds\MoulEr00,BUF,WR,32,15,15,0,0,0,0,0,0,0,,0,129,81,816,10.07,4,106,189.6,146.1,,35,
109,Fred Taylor\TaylFr00,JAX,RB,29,11,11,0,0,0,0,0,194,787,4.06,3,18,13,83,6.38,0,105,121,111.5,,34,
110,Kyle Boller\BollKy00,BAL,QB,24,9,9,171,293,1799,11,12,23,66,2.87,1,1,0,0,,0,105,115.6,108.6,,28,
111,Brandon Lloyd\LloyBr00,SFO,WR,24,16,15,0,0,0,0,0,0,0,,0,109,48,733,15.27,5,103,153.8,126.3,,36,
112,Josh McCown\McCoJo01,ARI,QB,26,9,6,163,270,1836,9,11,29,139,4.79,0,0,0,0,,0,101,115.8,107.3,,29,
113,Kevan Barlow\BarlKe00,SFO,RB,26,12,12,0,0,0,0,0,176,581,3.3,3,42,31,241,7.77,0,100,136.2,113.7,,35,
114,Muhsin Muhammad\MuhaMu00,CHI,WR,32,15,15,0,0,0,0,0,0,0,,0,136,64,750,11.72,4,99,166,131,,37,
115,Drew Bennett\BennDr00,TEN,WR,27,13,10,0,1,0,0,0,1,3,3,0,109,58,738,12.72,4,98,159.1,127.1,,38,
116,David Garrard\GarrDa00,JAX,QB,27,7,5,98,168,1117,4,1,31,172,5.55,3,0,0,0,,0,96,100.9,92.9,,30,
117,Bobby Engram\EngrBo00,SEA,WR,32,13,13,0,0,0,0,0,0,0,,0,97,67,778,11.61,3,96,164.8,127.3,,40,
118,Eric Parker\ParkEr00,SDG,WR,26,15,9,0,0,0,0,0,4,55,13.75,0,80,57,725,12.72,3,96,155,122.5,,39,
119,Jerome Bettis\BettJe00,PIT,RB,33,12,0,0,0,0,0,0,110,368,3.35,9,4,4,40,10,0,95,101.8,96.8,,37,
120,Marion Barber\BarbMa01,DAL,RB,22,13,2,0,0,0,0,0,138,538,3.9,5,25,18,115,6.39,0,95,117.8,101.3,,36,
121,Brooks Bollinger\BollBr00,NYJ,QB,26,11,9,150,266,1558,7,6,35,135,3.86,0,0,0,0,,0,92,102.3,94.8,,31,
122,Frank Gore\GoreFr00,SFO,RB,22,14,1,0,0,0,0,0,127,608,4.79,3,22,15,131,8.73,0,92,111.9,97.4,,39,
123,T.J. Duckett\DuckT.00,ATL,RB,24,14,0,0,0,0,0,0,121,380,3.14,8,7,6,63,10.5,0,92,100.3,93.3,,38,
124,Kelly Holcomb\HolcKe00,BUF,QB,32,10,8,155,230,1509,10,8,18,11,0.61,1,0,0,0,,0,91,96,86.5,,32,
125,Ashley Lelie\LeliAs00,DEN,WR,25,16,13,0,0,0,0,0,5,84,16.8,0,88,42,770,18.33,1,91,136.4,112.4,,41,
126,Michael Bennett\BennMi00,MIN,RB,27,16,6,0,0,0,0,0,126,473,3.75,3,31,27,124,4.59,2,90,120.2,98.2,,40,
127,Antowain Smith\SmitAn00,NOR,RB,33,16,7,0,0,0,0,0,166,659,3.97,3,15,12,46,3.83,0,89,102.5,92.5,,41,
128,Kyle Orton\OrtoKy00,CHI,QB,23,15,15,190,368,1869,9,13,24,44,1.83,0,0,0,0,,0,89,99.2,90.2,,33,
129,Greg Jones\JoneGr01,JAX,RB,24,14,13,0,0,0,0,0,151,575,3.81,4,15,10,65,6.5,0,88,101,93,,42,
130,Marty Booker\BookMa00,MIA,WR,29,15,12,0,1,0,0,0,0,0,,0,86,39,686,17.59,3,87,128.6,106.1,,43,
131,David Givens\GiveDa00,NWE,WR,25,13,10,0,0,0,0,0,2,13,6.5,0,96,59,738,12.51,2,87,149.1,116.6,,42,
132,Michael Pittman\PittMi00,TAM,RB,30,16,4,0,0,0,0,0,70,436,6.23,1,46,36,300,8.33,1,86,127.1,102.6,,43,
133,J.P. Losman\LosmJ.00,BUF,QB,24,9,8,113,228,1340,8,8,31,154,4.97,0,0,0,0,,0,85,95.5,86,,35,
134,Daunte Culpepper\CulpDa00,MIN,QB,28,7,7,139,216,1564,6,12,24,147,6.13,1,0,0,0,,0,85,100.8,92.3,,34,
135,Travis Taylor\TaylTr01,MIN,WR,26,16,13,0,0,0,0,0,2,3,1.5,0,90,50,604,12.08,4,85,137.2,108.7,,44,
136,Justin McCareins\McCaJu00,NYJ,WR,27,16,16,0,0,0,0,0,1,8,8,0,102,43,713,16.58,2,84,130.1,105.6,,45,
137,Marcus Robinson\RobiMa00,MIN,WR,30,15,9,0,0,0,0,0,0,0,,0,57,31,515,16.61,5,84,117.5,99,,46,
138,Chester Taylor\TaylCh01,BAL,RB,26,15,1,0,0,0,0,0,117,487,4.16,0,53,41,292,7.12,1,84,129.4,101.4,,44,
139,Andre Johnson\JohnAn02,HOU,WR,24,13,13,0,0,0,0,0,6,10,1.67,0,114,63,688,10.92,2,82,147.3,112.3,,48,
140,Antonio Chatman\ChatAn00,GNB,WR,26,16,3,0,0,0,0,0,8,34,4.25,0,86,49,549,11.2,4,82,140.3,112.8,,47,
141,Reggie Brown\BrowRe01,PHI,WR,24,16,11,0,0,0,0,0,1,5,5,0,79,43,571,13.28,4,82,127.1,102.1,,49,
142,Mike McMahon\McMaMi00,PHI,QB,26,9,7,94,207,1158,5,8,34,118,3.47,3,0,0,0,,0,80,90.1,80.1,,36,
143,Matt Jones\JoneMa00,JAX,WR,22,16,1,2,3,12,0,0,12,51,4.25,0,69,36,432,12,5,79,116.8,94.8,,51,
144,Brian Finneran\FinnBr00,ATL,WR,29,16,7,0,0,0,0,0,0,0,,0,81,50,611,12.22,2,79,132.1,104.1,,50,
145,Chris Henry\HenrCh00,CIN,WR,22,14,5,0,0,0,0,0,0,0,,0,50,31,422,13.61,6,78,111.2,91.7,,52,
146,Anthony Wright\WrigAn00,BAL,QB,29,9,7,164,266,1582,6,9,18,68,3.78,0,0,0,0,,0,76,85.6,80.1,,37,
147,Antwaan Randle El\RandAn00,PIT,WR,26,16,15,3,3,67,1,0,12,73,6.08,0,69,35,558,15.94,1,76,123.8,101.3,,53,
148,Corey Bradford\BradCo00,HOU,WR,30,16,6,0,0,0,0,0,1,-2,-2,0,66,34,436,12.82,5,75,112.4,92.4,,54,
149,Mike Alstott\AlstMi00,TAM,RB,32,16,7,0,0,0,0,0,34,80,2.35,6,38,25,222,8.88,1,74,102.2,86.7,,46,
150,Doug Gabriel\GabrDo00,OAK,WR,25,14,2,0,0,0,0,0,1,5,5,0,72,37,554,14.97,3,74,113.9,92.4,,55,
151,Jonathan Wells\WellJo00,HOU,RB,26,15,6,0,0,0,0,0,90,325,3.61,4,27,22,179,8.14,0,74,101.9,84.4,,45,
152,Chris Perry\PerrCh00,CIN,RB,24,14,2,0,0,0,0,0,61,279,4.57,0,62,51,328,6.43,2,73,128.7,96.2,,47,
153,Dallas Clark\ClarDa00,IND,TE,26,15,14,0,0,0,0,0,0,0,,0,52,37,488,13.19,4,73,112.8,91.3,,12,
154,Joe Horn\HornJo00,NOR,WR,33,13,13,0,0,0,0,0,0,0,,0,103,49,654,13.35,1,71,122.4,93.9,,56,
155,Samie Parker\ParkSa00,KAN,WR,24,12,9,0,0,0,0,0,0,0,,0,58,36,533,14.81,3,71,109.3,87.3,,57,
156,Marcel Shipp\ShipMa00,ARI,RB,27,15,11,0,0,0,0,0,157,451,2.87,0,44,35,255,7.29,0,71,109.6,84.1,,49,
157,Artose Pinner\PinnAr00,DET,RB,27,16,2,0,0,0,0,0,106,349,3.29,3,25,21,181,8.62,0,71,98,81.5,,48,
158,Isaac Bruce\BrucIs00,STL,WR,33,11,10,0,0,0,0,0,0,0,,0,71,36,525,14.58,3,71,109.5,88.5,,58,
159,Marcus Pollard\PollMa00,DET,TE,33,16,16,0,0,0,0,0,0,0,,0,79,46,516,11.22,3,70,118.1,91.6,,13,
160,Braylon Edwards\EdwaBr00,CLE,WR,22,10,7,0,0,0,0,0,0,0,,0,59,32,512,16,3,69,104.2,85.2,,59,
161,Michael Jenkins\JenkMi00,ATL,WR,23,14,12,0,0,0,0,0,0,0,,0,71,36,508,14.11,3,69,107.3,85.8,,60,
162,Ben Watson\WatsBe00,NWE,TE,25,15,9,0,0,0,0,0,0,0,,0,54,29,441,15.21,4,68,99.6,81.6,,14,
163,Mark Clayton\ClayMa01,BAL,WR,23,14,10,0,1,0,0,0,8,33,4.13,1,87,44,471,10.7,2,68,115.4,90.4,,61,
164,Darrell Jackson\JackDa00,SEA,WR,27,6,6,0,0,0,0,0,1,7,7,0,55,38,482,12.68,3,67,107.9,85.9,,63,
165,Ricky Proehl\ProeRi00,CAR,WR,37,16,0,0,0,0,0,0,1,-8,-8,0,50,25,441,17.64,4,67,95.3,79.8,,62,
166,Erron Kinney\KinnEr00,TEN,TE,28,14,14,0,0,0,0,0,0,0,,0,72,55,543,9.87,2,66,124.3,93.8,,15,
167,Marshall Faulk\FaulMa00,STL,RB,32,16,1,0,0,0,0,0,65,292,4.49,0,58,44,291,6.61,1,66,115.3,86.3,,50,
168,Tony Fisher\FishTo00,GNB,RB,26,14,4,1,1,14,0,0,60,173,2.88,1,65,48,347,7.23,1,65,117.6,86.6,,53,
169,Shawn Bryson\BrysSh00,DET,RB,29,16,2,0,0,0,0,0,64,306,4.78,1,47,37,284,7.68,0,65,107.5,82.5,,52,
170,Patrick Pass\PassPa00,NWE,RB,28,12,4,0,0,0,0,0,54,245,4.54,3,30,22,227,10.32,0,65,92.2,74.2,,51,
171,Aaron Stecker\StecAa00,NOR,RB,30,15,4,0,0,0,0,0,95,363,3.82,0,48,35,281,8.03,0,64,103.9,78.9,,54,
172,Roddy White\WhitRo00,ATL,WR,24,16,8,0,0,0,0,0,4,12,3,0,69,29,446,15.38,3,64,95.3,77.3,,64,
173,J.J. Arrington\ArriJ.00,ARI,RB,22,15,5,0,0,0,0,0,112,370,3.3,2,34,25,139,5.56,0,63,93.4,74.4,,56,
174,Greg Lewis\LewiGr01,PHI,WR,25,16,16,0,0,0,0,0,2,13,6.5,0,105,48,561,11.69,1,63,114.4,87.4,,65,
175,Jermaine Wiggins\WiggJe00,MIN,RB,30,16,8,0,0,0,0,0,0,0,,0,92,69,568,8.23,1,63,134.8,97.3,,57,
176,Jabar Gaffney\GaffJa00,HOU,WR,25,16,13,0,0,0,0,0,4,13,3.25,0,90,55,492,8.95,2,63,120.5,90,,67,
177,Dante Hall\HallDa00,KAN,WR,27,16,2,0,0,0,0,0,7,11,1.57,0,51,34,436,12.82,3,63,103.2,80.7,,66,
178,Deuce McAllister\McAlDe00,NOR,RB,27,5,5,0,0,0,0,0,93,335,3.6,3,18,17,117,6.88,0,63,86.2,71.7,,55,
179,Brian Griese\GrieBr00,TAM,QB,30,6,6,112,174,1136,7,7,13,12,0.92,0,0,0,0,,0,61,69.6,65.6,,38,
180,Az-Zahir Hakim\HakiAz00,NOR,WR,28,12,2,0,0,0,0,0,0,0,,0,58,34,489,14.38,2,61,97.4,76.9,,68,
181,Jamie Martin\MartJa00,STL,QB,35,8,5,124,177,1277,5,7,9,6,0.67,0,0,0,0,,0,60,68.7,64.7,,39,
182,Brandon Stokley\StokBr00,IND,WR,29,15,4,0,0,0,0,0,0,0,,0,67,41,543,13.24,1,60,104.3,80.8,,69,
183,Troy Brown\BrowTr00,NWE,WR,34,13,3,0,0,0,0,0,0,0,,0,59,39,466,11.95,2,59,100.6,78.1,,70,
