Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Tkl,Int,Sk,College/Univ,
2,40,MIA,John Beck\BeckJo00,QB,26,2011,0,0,0,4,2,9,140,239,1417,3,7,19,55,3,,,,,,,BYU,College Stats
2,41,ATL,Chris Houston\HousCh99,DB,22,2013,0,0,6,33,14,99,,,,,,,,,,,,324,13,,Arkansas,College Stats
2,42,IND,Tony Ugoh\UgohTo20,T,23,2011,0,0,2,19,18,40,,,,,,,,,,,,,,,Arkansas,College Stats
2,43,DET,Drew Stanton\StanDr00,QB,23,2016,0,0,1,9,4,32,264,496,3157,14,18,71,213,2,,,,2,,,Michigan St.,College Stats
2,44,MIN,Sidney Rice\RiceSi01,WR,21,2013,0,1,3,33,20,81,4,7,174,0,0,4,9,0,243,3592,30,3,,,South Carolina,College Stats
2,45,CAR,Dwayne Jarrett\JarrDw00,WR,21,2010,0,0,0,4,4,32,,,,,,1,11,0,35,428,1,2,,,USC,College Stats
2,46,PIT,LaMarr Woodley\WoodLa99,DE,22,2015,0,1,6,56,52,110,,,,,,,,,,,,225,5,58.0,Michigan,College Stats
2,47,NYJ,David Harris\HarrDa99,LB,23,2016,0,0,10,77,77,152,,,,,,,,,,,,700,6,35.0,Michigan,College Stats
2,48,JAX,Justin Durant\DuraJu99,LB,22,2016,0,0,7,36,16,121,,,,,,,,,,,,491,3,4.5,Hampton,
2,49,CIN,Kenny Irons,RB,,,0,0,0,,,,,,,,,,,,,,,,,,Auburn,College Stats
2,50,TEN,Chris Henry\HenrCh01,RB,22,2010,0,0,0,1,1,11,,,,,,32,122,2,6,53,0,3,,,Arizona,College Stats
2,51,NYG,Steve Smith\SmitSt02,WR,22,2012,0,1,1,23,21,64,,,,,,,,,245,2641,12,5,,,USC,College Stats
2,52,STL,Brian Leonard\LeonBr00,RB,23,2014,0,0,0,11,3,88,,,,,,221,828,0,143,1008,1,30,,,Rutgers,College Stats
2,53,CLE,Eric Wright\WrigEr99,DB,22,2013,0,0,6,31,21,92,,,,,,,,,,,,332,15,1.0,UNLV,College Stats
2,54,KAN,Turk McBride\McBrTu99,DT,22,2012,0,0,2,13,6,66,,,,,,,,,,,,78,,9.5,Tennessee,College Stats
2,55,SEA,Josh Wilson\WilsJo99,DB,22,2015,0,0,5,34,13,126,,,,,,,,,,,,375,15,5.5,Maryland,College Stats
2,56,DEN,Tim Crowder\CrowTi99,DE,22,2011,0,0,1,11,2,60,,,,,,,,,,,,83,,10.5,Texas,College Stats
2,57,PHI,Victor Abiamiri\AbiaVi99,DE,21,2009,0,0,0,5,5,29,,,,,,,,,,,,20,,4.0,Notre Dame,College Stats
2,58,DET,Ikaika Alama-Francis\AlamIk99,DE,22,2011,0,0,0,2,1,35,,,,,,,,,,,,30,,1.0,Hawaii,College Stats
2,59,CAR,Ryan Kalil\KaliRy20,C,22,2016,2,5,7,66,66,126,,,,,,,,,,,,12,,,USC,College Stats
2,60,MIA,Samson Satele\SateSa20,C,22,2014,0,0,8,48,23,118,,,,,,1,0,0,1,-3,0,6,,,Hawaii,College Stats
2,61,DET,Gerald Alexander\AlexGe99,DB,23,2011,0,0,2,11,6,44,,,,,,,,,,,,121,4,2.0,Boise St.,College Stats
2,62,CHI,Dan Bazuin,DE,,,0,0,0,,,,,,,,,,,,,,,,,,Central Michigan,College Stats
2,63,GNB,Brandon Jackson\JackBr00,RB,21,2012,0,0,1,16,16,54,,,,,,355,1383,7,112,864,2,9,,,Nebraska,College Stats
2,64,TAM,Sabby Piscitelli\PiscSa99,LB,24,2011,0,0,1,11,10,66,,,,,,,,,,,,158,5,,Oregon St.,College Stats
3,65,OAK,Quentin Moses\MoseQu99,DE,23,2010,0,0,0,5,,44,,,,,,,,,,,,29,,3.5,Georgia,College Stats
3,66,NOR,Usama Young\YounUs99,DB,22,2014,0,0,2,16,5,99,,,,,,,,,,,,222,8,6.0,Kent St.,College Stats
3,67,DAL,James Marten\MartJa21,T,23,2008,0,0,0,0,,1,,,,,,,,,,,,,,,Boston Col.,College Stats
3,68,TAM,Quincy Black\BlacQu99,LB,23,2012,0,0,3,20,20,81,,,,,,,,,,,,229,3,3.5,New Mexico,College Stats
3,69,ARI,Buster Davis\DaviBu99,LB,23,2008,0,0,0,2,,7,,,,,,,,,,,,18,,,Florida St.,College Stats
3,70,DEN,Ryan Harris\HarrRy20,T,22,2016,0,0,5,34,22,115,,,,,,,,,,,,7,,,Notre Dame,College Stats
3,71,MIA,Lorenzo Booker\BookLo00,RB,23,2011,0,0,0,4,3,36,,,,,,61,230,0,47,362,0,3,,,Florida St.,College Stats
3,72,MIN,Marcus McCauley\McCaMa99,DB,24,2009,0,0,0,5,5,27,,,,,,,,,,,,59,,,Fresno St.,College Stats
3,73,HOU,Jacoby Jones\JoneJa03,WR,23,2015,1,1,2,30,18,128,,,,,,19,62,0,203,2733,14,8,,,Lane College,
3,74,BAL,Yamon Figurs\FiguYa00,WR,24,2010,0,0,0,2,2,34,,,,,,3,-7,0,5,103,1,4,,,Kansas St.,College Stats
3,75,ATL,Laurent Robinson\RobiLa01,WR,22,2012,0,0,1,16,3,59,,,,,,2,-14,0,167,2110,15,7,,,Illinois St.,
3,76,SFO,Jason Hill\HillJa00,WR,22,2012,0,0,1,9,4,54,,,,,,2,5,0,78,1043,9,14,,,Washington St.,College Stats
3,77,PIT,Matt Spaeth\SpaeMa00,TE,23,2015,0,0,4,2,2,123,,,,,,,,,55,420,10,8,,,Minnesota,College Stats
3,78,GNB,James Jones\JoneJa04,WR,23,2015,0,0,5,45,42,136,,,,,,,,,433,5861,51,7,,,San Jose St.,College Stats
3,79,JAX,Mike Sims-Walker\WalkMi01,WR,22,2011,0,0,2,16,15,44,,,,,,,,,134,1798,14,11,,,Central Florida,College Stats
3,80,TEN,Paul Williams\WillPa00,WR,23,2008,0,0,0,0,0,5,,,,,,,,,1,7,0,,,,Fresno St.,College Stats
3,81,NYG,Jay Alford\AlfoJa99,DT,24,2010,0,0,0,4,4,36,,,,,,,,,,,,13,,3.5,Penn St.,College Stats
3,82,KAN,Tank Tyler\TyleTa99,DT,22,2009,0,0,1,9,8,43,,,,,,,,,,,,63,,,North Carolina St.,
3,83,CAR,Charles Johnson\JohnCh98,DE,21,2016,0,0,7,41,41,130,,,,,,,,,,,,224,,67.5,Georgia,College Stats
3,84,STL,Jonathan Wade\WadeJo99,DB,23,2011,0,0,0,7,4,61,,,,,,,,,,,,98,2,,Tennessee,College Stats
3,85,SEA,Brandon Mebane\MebaBr99,DT,22,2016,0,0,9,53,53,141,,,,,,,,,,,,245,1,16.5,California,College Stats
3,86,BAL,Marshal Yanda\YandMa20,T,23,2016,2,5,8,66,66,142,,,,,,,,,,,,6,,,Iowa,
3,87,PHI,Stewart Bradley\BradSt99,LB,23,2012,0,0,2,19,16,76,,,,,,,,,,,,179,3,3.0,Nebraska,College Stats
3,88,NOR,Andy Alleman\AlleAn20,G,23,2009,0,0,0,5,,24,,,,,,,,,,,,,,,Akron,
3,89,GNB,Aaron Rouse\RousAa99,DB,23,2009,0,0,1,8,5,41,,,,,,,,,,,,109,4,1.0,Virginia Tech,College Stats
3,90,PHI,Tony Hunt\HuntTo01,RB,21,2008,0,0,0,0,0,14,,,,,,14,25,2,6,42,0,2,,,Penn St.,College Stats
3,91,OAK,Mario Henderson\HendMa21,DT,22,2010,0,0,1,11,11,44,,,,,,,,,,,,3,,,Florida St.,
3,92,BUF,Trent Edwards\EdwaTr01,QB,23,2012,0,0,2,17,16,38,563,929,6033,26,30,78,330,3,0,0,0,1,,,Stanford,College Stats
3,93,CHI,Garrett Wolfe\WolfGa00,RB,23,2010,0,0,0,2,2,50,,,,,,72,282,1,11,129,0,39,,,Northern Illinois,College Stats
3,94,CHI,Michael Okwo,LB,,,0,0,0,,,,,,,,,,,,,,,,,,Stanford,College Stats
3,95,IND,Dante Hughes\HughDa99,DB,22,2011,0,0,0,4,2,53,,,,,,,,,,,,87,1,,California,
3,96,SDG,Anthony Waters\WateAn00,LB,23,2010,0,0,0,2,1,20,,,,,,,,,,,,13,,,Clemson,College Stats
3,97,SFO,Ray McDonald\McDoRa99,DE,23,2014,0,0,5,34,34,115,,,,,,,,,,,,154,1,19.5,Florida,College Stats
3,98,IND,Quinn Pitcock\PitcQu99,DT,24,2007,0,0,0,2,2,9,,,,,,,,,,,,13,,1.5,Ohio St.,College Stats
3,99,OAK,Johnnie Lee Higgins\HiggJo00,WR,24,2010,0,0,0,9,9,60,,,,,,7,58,0,57,779,4,3,,,Texas-El Paso,
4,100,OAK,Michael Bush\BushMi00,RB,23,2013,0,0,1,24,20,89,1,3,8,0,0,809,3250,29,104,1010,2,2,,,Louisville,College Stats
4,101,JAX,Adam Podlesh\PodlAd20,P,24,2013,0,0,0,8,5,107,0,1,0,0,0,2,-2,0,,,,9,,,Maryland,College Stats
4,102,MIN,Brian Robison\RobiBr98,DE,24,2016,0,0,6,37,37,156,,,,,,,,,,,,187,,55.5,Texas,College Stats
4,103,DAL,Isaiah Stanback\StanIs00,QB,23,2012,0,0,0,0,0,22,,,,,,,,,6,52,0,,,,Washington,College Stats
4,104,SFO,Jay Moore,DE,,,0,0,0,,,,,,,,,,,,,,,,,,Nebraska,College Stats
4,105,DET,A.J. Davis,DB,,,0,0,0,,,,,,,,,,,,,,,,,,North Carolina St.,College Stats
4,106,TAM,Tanard Jackson\JackTa99,DB,22,2012,0,0,4,24,24,56,,,,,,,,,,,,212,10,1.0,Syracuse,College Stats
4,107,NOR,Antonio Pittman\PittAn00,RB,21,2008,0,0,0,3,,23,,,,,,117,435,0,21,147,0,4,,,Ohio St.,College Stats
4,108,MIA,Paul Soliai\SoliPa99,DT,23,2016,0,1,6,40,32,137,,,,,,,,,,,,158,,5.5,Utah,College Stats
4,109,ATL,Stephen Nicholas\NichSt99,LB,24,2013,0,0,4,27,27,101,,,,,,,,,,,,284,2,8.0,South Florida,College Stats
4,110,OAK,John Bowie\BowiJo99,DB,23,2009,0,0,0,0,0,5,,,,,,,,,,,,2,,,Cincinnati,College Stats
4,111,BUF,Dwayne Wright\WrigDw01,RB,24,2007,0,0,0,1,1,15,,,,,,29,94,0,3,17,0,3,,,Fresno St.,College Stats
4,112,PIT,Daniel Sepulveda\SepuDa20,P,23,2011,0,0,0,7,7,52,2,2,65,0,0,,,,,,,6,,,Baylor,College Stats
4,113,JAX,Brian Smith,DE,,,0,0,0,,,,,,,,,,,,,,,,,,Missouri,College Stats
4,114,CIN,Marvin White\WhitMa99,DB,23,2010,0,0,1,8,6,43,,,,,,,,,,,,110,1,,TCU,College Stats
4,115,TEN,Leroy Harris\HarrLe21,C,23,2013,0,0,3,21,21,76,,,,,,,,,,,,,,,North Carolina St.,
4,116,NYG,Zak DeOssie\DeOsZa99,LB,23,2016,0,2,0,11,11,154,,,,,,,,,,,,19,,,Brown,
4,117,DET,Manuel Ramirez\RamiMa20,G,24,2015,0,0,4,32,8,83,,,,,,,,,,,,6,,,Texas Tech,College Stats
4,118,CAR,Ryne Robinson\RobiRy00,WR,22,2007,0,0,0,0,0,16,,,,,,,,,4,35,0,1,,,Miami (OH),College Stats
4,119,GNB,Allen Barbre\BarbAl20,T,23,2016,0,0,2,14,6,75,,,,,,,,,,,,1,,,Missouri Southern,
4,120,SEA,Baraka Atkins\AtkiBa99,DE,23,2008,0,0,0,2,2,21,,,,,,,,,,,,20,,2.0,Miami (FL),College Stats
4,121,DEN,Marcus Thomas\ThomMa99,DT,22,2011,0,0,2,14,14,76,,,,,,,,,,,,104,2,1.0,Florida,College Stats
4,122,DAL,Doug Free\FreeDo20,T,23,2016,0,0,7,43,43,122,,,,,,,,,0,0,0,4,,,Northern Illinois,
4,123,HOU,Fred Bennett\BennFr99,DB,23,2010,0,0,0,8,8,49,,,,,,,,,,,,106,5,,South Carolina,College Stats
4,124,SEA,Mansfield Wrotto\WrotMa20,G,22,2010,0,0,0,6,3,27,,,,,,,,,,,,,,,Georgia Tech,College Stats
4,125,NOR,Jermon Bushrod\BushJe20,T,23,2016,0,2,7,51,37,122,,,,,,,,,,,,6,,,Towson,
4,126,SFO,Dashon Goldson\GoldDa99,DB,23,2016,1,2,7,46,35,127,,,,,,2,53,0,,,,464,16,3.0,Washington,College Stats
4,127,NWE,Kareem Brown\BrowKa99,DT,24,2007,0,0,0,0,,1,,,,,,,,,,,,,,,Miami (FL),College Stats
4,128,TEN,Chris Davis\DaviCh02,WR,23,2008,0,0,0,0,0,17,,,,,,2,19,0,7,69,0,3,,,Florida St.,College Stats
4,129,SDG,Scott Chandler\ChanSc00,TE,22,2015,0,0,2,18,0,90,,,,,,,,,205,2379,21,17,,,Iowa,College Stats
4,130,CHI,Josh Beekman\BeekJo20,C,24,2009,0,0,1,10,10,28,,,,,,,,,,,,4,,,Boston Col.,College Stats
4,131,IND,Brannon Condren\CondBr99,DB,24,2008,0,0,0,1,1,13,,,,,,,,,,,,5,,,Troy,College Stats
4,132,PIT,Ryan McBean\McBeRy99,DT,23,2012,0,0,1,11,0,47,,,,,,,,,,,,49,,4.0,Oklahoma St.,College Stats
4,133,ATL,Martrez Milner\MilnMa00,TE,23,2007,0,0,0,0,0,8,,,,,,,,,9,50,0,,,,Georgia,College Stats
4,134,BAL,Antwan Barnes\BarnAn99,LB,22,2014,0,0,0,9,2,88,,,,,,,,,,,,105,1,25.5,Florida International,College Stats
4,135,SFO,Joe Cohen\CoheJo00,DT,23,2009,0,0,0,1,,7,,,,,,,,,,,,6,,1.0,Florida,College Stats
4,136,IND,Clint Session\SessCl99,LB,23,2011,0,0,2,20,17,57,,,,,,,,,,,,227,4,2.5,Pittsburgh,College Stats
4,137,BAL,Le'Ron McClain\McClLe00,RB,22,2013,1,2,6,12,12,111,,,,,,354,1310,13,94,557,3,7,,,Alabama,College Stats
5,138,OAK,Jay Richardson\RichJa99,DE,23,2013,0,0,2,13,13,59,,,,,,,,,,,,87,,7.0,Ohio St.,College Stats
5,139,STL,Dustin Fry\FryxDu20,C,23,2007,0,0,0,0,0,4,,,,,,,,,,,,,,,Clemson,
5,140,CLE,Brandon McDonald\McDoBr99,DB,22,2012,0,0,2,15,12,80,,,,,,,,,,,,178,9,1.0,Memphis,College Stats
5,141,TAM,Greg Peterson\PeteGr99,DE,23,2009,0,0,0,2,2,14,,,,,,,,,,,,13,,1.5,North Carolina Central,
5,142,ARI,Steve Breaston\BreaSt00,WR,24,2012,0,0,3,26,22,86,1,2,17,0,0,10,120,0,255,3387,9,7,,,Michigan,College Stats
5,143,WAS,Dallas Sartz,LB,,,0,0,0,,,,,,,,,,,,,,,,,,USC,College Stats
5,144,HOU,Brandon Harrison\HarrBr99,DB,22,2008,0,0,0,3,3,15,,,,,,,,,,,,24,,,Stanford,College Stats
5,145,NOR,David Jones\JoneDa99,DB,22,2012,0,0,0,6,,59,,,,,,,,,,,,87,1,,Wingate,
5,146,MIN,Aundrae Allison\AlliAu00,WR,21,2008,0,0,0,3,3,26,,,,,,3,4,0,18,231,0,2,,,East Carolina,College Stats
5,147,SFO,Tarell Brown\BrowTa99,DB,22,2015,0,0,4,26,21,117,,,,,,,,,,,,272,11,,Texas,College Stats
5,148,KAN,Kolby Smith\SmitKo00,RB,22,2009,0,0,0,4,4,27,,,,,,162,540,3,34,209,0,7,,,Louisville,College Stats
5,149,JAX,Uche Nwaneri\NwanUc20,G,23,2013,0,0,6,36,36,104,,,,,,,,,,,,5,,,Purdue,
5,150,JAX,Josh Gattis\GattJo99,DB,23,2007,0,0,0,0,,4,,,,,,,,,,,,1,,,Wake Forest,College Stats
5,151,CIN,Jeff Rowe\RoweJe00,QB,23,2007,0,0,0,0,0,2,,,,,,,,,,,,,,,Nevada,
5,152,TEN,Antonio Johnson\JohnAn03,DT,22,2013,0,0,3,21,3,83,,,,,,,,,,,,98,,4.5,Mississippi St.,College Stats
5,153,NYG,Kevin Boss\BossKe00,TE,23,2012,0,0,4,16,13,74,,,,,,1,16,0,150,2033,22,8,,,West. Oregon,
5,154,STL,Clifton Ryan\RyanCl99,DT,23,2010,0,0,2,13,13,49,,,,,,,,,,,,82,,3.0,Michigan St.,College Stats
5,155,CAR,Dante Rosario\RosaDa00,TE,22,2014,0,0,1,9,6,122,,,,,,1,-2,0,116,1235,8,30,,,Oregon,College Stats
5,156,PIT,Cameron Stephenson,G,,,0,0,0,,,,,,,,,,,,,,,,,,Rutgers,
5,157,GNB,David Clowney\ClowDa00,WR,22,2010,0,0,0,3,,28,,,,,,3,1,0,22,341,1,2,,,Virginia Tech,College Stats
5,158,DET,Johnny Baldwin\BaldJo99,LB,23,2007,0,0,0,0,,3,,,,,,,,,,,,2,,,Arkansas A&M,
5,159,PHI,C.J. Gaddis,DB,,,0,0,0,,,,,,,,,,,,,,,,,,Clemson,College Stats
5,160,KAN,Justin Medlock\MedlJu20,K,23,2012,0,0,0,1,0,11,,,,,,,,,,,,,,,UCLA,College Stats
5,161,SEA,Will Herring\HerrWi99,LB,24,2014,0,0,0,10,6,109,,,,,,,,,,,,121,3,1.0,Auburn,College Stats
5,162,PHI,Brent Celek\CeleBr00,TE,22,2016,0,0,7,34,34,157,,,,,,,,,381,4832,30,10,,,Cincinnati,College Stats
5,163,HOU,Brandon Frye\FryeBr21,T,24,2009,0,0,0,2,,11,,,,,,,,,,,,,,,Virginia Tech,
5,164,CAR,Tim Shaw\ShawTi99,LB,23,2012,0,0,0,7,1,80,,,,,,,,,,,,96,,,Penn St.,College Stats
5,165,OAK,Eric Frampton\FramEr99,DB,23,2013,0,0,0,5,,91,,,,,,,,,,,,84,,,Washington St.,College Stats
5,166,JAX,Derek Landri\LandDe99,DT,24,2013,0,0,1,15,2,88,,,,,,,,,,,,96,,9.0,Notre Dame,College Stats
5,167,CHI,Kevin Payne\PaynKe99,DB,23,2009,0,0,1,11,11,32,,,,,,,,,,,,113,4,1.0,La-Monroe,College Stats
5,168,CHI,Corey Graham\GrahCo99,DB,22,2016,0,1,4,28,10,155,,,,,,,,,,,,459,15,3.0,New Hampshire,
5,169,IND,Roy Hall\HallRo02,WR,23,2008,0,0,0,0,0,7,,,,,,,,,1,9,0,4,,,Ohio St.,College Stats
5,170,PIT,William Gay\GayxWi99,DB,22,2016,0,0,5,38,32,158,,,,,,,,,,,,444,12,7.0,Louisville,College Stats
5,171,NWE,Clint Oldenburg\OldeCl20,T,24,2007,0,0,0,0,,2,,,,,,,,,,,,,,,Colorado St.,College Stats
5,172,SDG,Legedu Naanee\NaanLe00,WR,24,2012,0,0,2,13,8,73,2,2,48,0,0,6,5,0,108,1232,4,22,,,Boise St.,College Stats
5,173,IND,Michael Coe\CoexMi99,DB,23,2012,0,0,0,3,1,38,,,,,,,,,,,,34,,,Alabama St.,
5,174,BAL,Troy Smith\SmitTr02,QB,23,2010,0,0,0,6,2,20,121,234,1734,8,5,52,230,3,1,36,0,2,,,Ohio St.,College Stats
6,175,OAK,Oren O'Neal\ONeaOr00,FB,24,2009,0,0,0,0,0,18,,,,,,1,0,0,1,1,0,3,,,Arkansas St.,College Stats
6,176,MIN,Rufus Alexander\AlexRu20,LB,24,2008,0,0,0,0,0,1,,,,,,,,,,,,,,,Oklahoma,College Stats
6,177,NYJ,Jacob Bender\BendJa20,T,22,2007,0,0,0,0,0,2,,,,,,,,,,,,,,,Nicholls St.,
6,178,DAL,Nick Folk\FolkNi20,K,22,2016,0,1,0,20,9,148,,,,,,,,,,,,3,,,Arizona,College Stats
6,179,WAS,H.B. Blades\BladH.99,LB,23,2010,0,0,0,9,9,64,,,,,,,,,,,,98,,,Pittsburgh,College Stats
6,180,NWE,Justin Rogers\RogeJu99,LB,24,2009,0,0,0,2,,32,,,,,,,,,,,,24,,,SMU,College Stats
6,181,MIA,Reagan Maui'a\MauiRe00,RB,23,2012,0,0,0,0,0,39,,,,,,4,5,0,6,44,0,5,,,Hawaii,College Stats
6,182,TAM,Adam Hayward\HaywAd98,LB,23,2014,0,0,0,11,11,118,,,,,,,,,,,,136,,1.0,Portland St.,
6,183,HOU,Kasey Studdard\StudKa20,G,23,2010,0,0,1,8,8,25,,,,,,,,,,,,1,,,Texas,
6,184,BUF,John Wendling\WendJo99,DB,24,2013,0,0,0,7,2,110,,,,,,,,,,,,114,1,,Wyoming,College Stats
6,185,ATL,Trey Lewis\LewiTr99,DT,22,2010,0,0,0,4,4,18,,,,,,,,,,,,25,1,,Washburn,
6,186,SFO,Thomas Clayton,RB,,,0,0,0,,,,,,,,,,,,,,,,,,Kansas St.,College Stats
6,187,CIN,Matt Toeaina\ToeaMa99,DT,22,2012,0,0,2,12,,36,,,,,,,,,,,,35,,2.0,Oregon,
6,188,TEN,Joel Filani,WR,,,0,0,0,,,,,,,,,,,,,,,,,,Texas Tech,College Stats
6,189,NYG,Adam Koets\KoetAd20,T,23,2010,0,0,0,2,2,12,,,,,,,,,,,,1,,,Oregon St.,
6,190,STL,Ken Shackleford,T,,,0,0,0,,,,,,,,,,,,,,,,,,Georgia,
6,191,GNB,Korey Hall\HallKo99,LB,24,2011,0,0,1,0,0,61,,,,,,,,,21,137,1,36,,,Boise St.,College Stats
6,192,GNB,Desmond Bishop\BishDe99,LB,23,2014,0,0,2,21,20,75,,,,,,,,,,,,226,1,9.0,California,College Stats
6,193,GNB,Mason Crosby\CrosMa20,K,23,2016,0,0,0,20,20,158,,,,,,,,,,,,17,,,Colorado,College Stats
6,194,ATL,David Irons\IronDa99,DB,24,2008,0,0,0,1,1,20,,,,,,,,,,,,16,,,Auburn,College Stats
6,195,DAL,Deon Anderson\AndeDe01,FB,24,2010,0,0,1,1,1,39,,,,,,2,3,0,9,67,1,14,,,Connecticut,College Stats
6,196,KAN,Herbert Taylor\TaylHe21,T,23,2012,0,0,0,1,1,20,,,,,,,,,,,,,,,TCU,College Stats
