Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Tkl,Int,Sk,College/Univ,
5,135,ATL,Dominique Franks\FranDo99,DB,22,2014,0,0,0,6,5,52,,,,,,,,,,,,37,3,,Oklahoma,College Stats
5,136,KAN,Kendrick Lewis\LewiKe00,DB,22,2016,0,0,6,28,16,90,,,,,,,,,,,,232,9,,Mississippi,College Stats
5,137,DEN,Perrish Cox\CoxxPe99,DB,23,2016,0,0,3,16,3,81,,,,,,,,,,,,186,10,,Oklahoma St.,College Stats
5,138,OAK,Walter McFadden\McFaWa99,DB,23,2012,0,0,0,0,0,4,,,,,,,,,,,,5,,,Auburn,College Stats
5,139,NYJ,John Conner\ConnJo00,RB,23,2014,0,0,1,0,0,62,,,,,,27,108,2,12,84,1,2,,,Kentucky,College Stats
5,140,BUF,Ed Wang\WangEd20,T,23,2010,0,0,0,0,0,6,,,,,,,,,,,,,,,Virginia Tech,College Stats
5,141,CHI,Joshua Moore\MoorJo99,DB,22,2010,0,0,0,0,0,3,,,,,,,,,,,,,,,Kansas St.,College Stats
5,142,KAN,Cameron Sheffield\ShefCa99,DE,22,2012,0,0,0,1,1,17,,,,,,,,,,,,5,,,Troy,College Stats
5,143,JAX,Larry Hart\HartLa99,DE,23,2010,0,0,0,1,1,14,,,,,,,,,,,,5,,1.5,Central Arkansas,
5,144,HOU,Sherrick McManis\McMaSh99,DB,22,2016,0,0,0,6,2,92,,,,,,,,,,,,34,1,,Northwestern,College Stats
5,145,MIA,Nolan Carroll\CarrNo00,DB,23,2016,0,0,4,16,11,99,,,,,,,,,,,,211,8,3.0,Maryland,College Stats
5,146,SDG,Cam Thomas\ThomCa99,DT,23,2016,0,0,2,16,10,99,,,,,,,,,,,,81,1,7.5,North Carolina,College Stats
5,147,NYG,Mitch Petrus\PetrMi20,G,23,2012,0,0,0,4,4,27,,,,,,,,,,,,,,,Arkansas,College Stats
5,148,TEN,Robert Johnson\JohnRo99,DB,23,2012,0,0,0,2,2,15,,,,,,,,,,,,13,1,,Utah,
5,149,STL,Hall Davis\DaviHa21,DE,23,2010,0,0,0,0,,1,,,,,,,,,,,,,,,La-Lafayette,
5,150,NWE,Zoltan Mesko\MeskZo99,P,24,2013,0,0,0,6,6,56,,,,,,,,,,,,,,,Michigan,College Stats
5,151,PIT,Chris Scott\ScotCh23,G,23,2016,0,0,0,6,0,43,,,,,,,,,,,,,,,Tennessee,
5,152,CIN,Otis Hudson\HudsOt20,T,24,2012,0,0,0,0,0,,,,,,,,,,,,,,,,East. Illinois,
5,153,JAX,Austen Lane\LaneAu99,DE,22,2013,0,0,1,7,7,30,,,,,,,,,,,,46,,3.0,Murray St.,
5,154,GNB,Andrew Quarless\QuarAn00,TE,21,2015,0,0,2,9,9,60,,,,,,,,,89,940,6,4,,,Penn St.,College Stats
5,155,ARI,John Skelton\SkelJo00,QB,22,2012,0,0,0,4,4,20,320,602,3707,15,25,42,182,0,,,,1,,,Fordham,
5,156,BAL,David Reed\ReedDa00,WR,23,2013,0,0,0,2,2,36,,,,,,2,31,0,6,68,0,2,,,Utah,College Stats
5,157,BAL,Arthur Jones\JoneAr22,DE,24,2016,0,0,1,16,15,63,,,,,,,,,,,,103,,10.0,Syracuse,College Stats
5,158,NOR,Matt Tennant\TennMa20,C,23,2012,0,0,0,3,2,36,,,,,,,,,0,0,0,,,,Boston Col.,
5,159,PHI,Riley Cooper\CoopRi00,WR,23,2015,0,0,3,18,18,88,,,,,,0,18,0,169,2418,18,5,,,Florida,College Stats
5,160,CLE,Larry Asante\AsanLa99,DB,22,2015,0,0,0,2,,39,,,,,,,,,,,,49,1,,Nebraska,College Stats
5,161,MIN,Chris DeGeare\DeGeCh20,G,23,2012,0,0,0,2,2,8,,,,,,,,,,,,1,,,Wake Forest,
5,162,IND,Brody Eldridge\EldrBr00,TE,23,2011,0,0,1,0,0,27,,,,,,,,,14,84,0,1,,,Oklahoma,College Stats
5,163,MIA,Reshad Jones\JoneRe99,DB,22,2016,0,1,5,31,31,94,,,,,,,,,,,,421,16,9.0,Georgia,College Stats
5,164,PIT,Crezdon Butler\ButlCr99,DB,23,2015,0,0,0,2,0,45,,,,,,,,,,,,21,,,Clemson,College Stats
5,165,ATL,Kerry Meier\MeieKe00,WR,23,2012,0,0,0,0,0,12,,,,,,,,,0,0,0,,,,Kansas,
5,166,PIT,Stevenson Sylvester\SylvSt99,LB,22,2013,0,0,0,5,5,50,,,,,,,,,,,,10,,,Utah,College Stats
5,167,MIN,Nate Triplett\TripNa99,LB,23,2011,0,0,0,0,,8,,,,,,,,,,,,4,,,Minnesota,College Stats
5,168,SDG,Jonathan Crompton\CromJo00,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,Tennessee,
5,169,GNB,Marshall Newhouse\NewhMa20,G,22,2016,0,0,3,30,20,84,,,,,,,,,,,,1,,,TCU,College Stats
6,170,STL,Fendi Onobun\OnobFe00,TE,23,2011,0,0,0,0,0,4,,,,,,,,,2,15,0,,,,Arizona,College Stats
6,171,ATL,Shann Schillinger\SchiSh99,DB,24,2013,0,0,0,2,2,37,1,1,-8,0,0,,,,,,,,,,Montana,
6,172,TAM,Brent Bowden,P,,,0,0,0,,,,,,,,,,,,,,,,,,Virginia Tech,College Stats
6,173,SFO,Anthony Dixon\DixoAn00,RB,23,2015,0,0,0,7,3,96,,,,,,274,934,11,23,140,0,8,,,Mississippi St.,College Stats
6,174,WAS,Dennis Morris,RB,,,0,0,0,,,,,,,,,,,,,,,,,,Louisiana Tech,College Stats
6,175,CAR,Greg Hardy\HardGr99,DE,22,2015,0,1,4,32,26,75,,,,,,,,,,,,165,1,40.0,Mississippi,College Stats
6,176,TEN,Rusty Smith\SmitRu01,QB,23,2012,0,0,0,1,1,3,23,45,234,0,4,,,,,,,,,,Florida Atlantic,College Stats
6,177,CLE,Carlton Mitchell\MitcCa00,WR,22,2011,0,0,0,0,0,16,,,,,,1,9,0,3,31,0,3,,,South Florida,College Stats
6,178,BUF,Arthur Moats\MoatAr00,LB,22,2016,0,0,3,18,9,105,,,,,,,,,,,,110,,16.5,James Madison,
6,179,DAL,Sam Young\YounSa21,T,23,2016,0,0,0,8,0,63,,,,,,,,,,,,,,,Notre Dame,
6,180,JAX,Deji Karim\KariDe00,RB,23,2013,0,0,0,4,3,33,,,,,,110,341,0,18,129,0,1,,,Southern Illinois,
6,181,CHI,Dan LeFevour\LeFeDa00,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,Central Michigan,
6,182,SFO,Nate Byham\ByhaNa00,TE,22,2013,0,0,0,0,0,29,,,,,,,,,11,83,1,2,,,Pittsburgh,College Stats
6,183,DEN,Eric Olsen\OlseEr20,C,22,2014,0,0,0,3,0,23,,,,,,,,,,,,,,,Notre Dame,College Stats
6,184,NYG,Adrian Tracy\TracAd99,DE,23,2012,0,0,0,1,1,16,,,,,,,,,,,,5,,1.0,William & Mary,
6,185,SEA,Anthony McCoy\McCoAn00,TE,22,2015,0,0,1,4,4,42,,,,,,,,,31,437,3,2,,,USC,College Stats
6,186,CLE,Clifton Geathers\GeatCl99,DE,22,2014,0,0,0,4,,40,,,,,,,,,,,,16,,1.0,South Carolina,
6,187,HOU,Shelley Smith\SmitSh22,G,23,2014,0,0,0,7,,36,,,,,,,,,,,,,,,Colorado St.,
6,188,PIT,Jonathan Dwyer\DwyeJo00,RB,21,2014,0,0,0,8,8,38,,,,,,246,1022,3,29,184,0,,,,Georgia Tech,College Stats
6,189,STL,Eugene Sims\SimsEu99,DE,24,2016,0,0,1,14,14,97,,,,,,,,,,,,97,2,11.0,West Texas A&M,
6,190,OAK,Travis Goethel\GoetTr99,LB,23,2012,0,0,0,1,1,16,,,,,,,,,,,,5,,,Arizona St.,College Stats
6,191,CIN,Dezmon Briscoe\BrisDe00,WR,21,2012,0,0,0,4,,25,,,,,,1,1,0,43,502,7,3,,,Kansas,College Stats
6,192,BUF,Danny Batten\BattDa99,DE,22,2011,0,0,0,2,2,16,,,,,,,,,,,,11,,0.5,South Dakota St.,
6,193,GNB,James Starks\StarJa00,RB,24,2016,0,0,0,26,26,76,,,,,,618,2506,9,125,1017,6,1,,,Buffalo,College Stats
6,194,BAL,Ramon Harewood\HareRa00,T,23,2012,0,0,0,2,2,6,,,,,,,,,,,,,,,Morehouse,
