Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
12,Terrell Owens\OwenTe00,SFO,WR,29,14,14,0,0,0,0,0,7,79,11.29,1,159,100,1300,13,13,226,324.9,271.9,106,3,12
13,Antowain Smith\SmitAn00,NWE,TE,30,16,15,0,0,0,0,0,252,982,3.9,6,42,31,243,7.84,2,173,208.5,186,103,1,13
14,Eddie George\GeorEd00,TEN,RB,29,16,16,0,0,0,0,0,343,1165,3.4,12,46,36,255,7.08,2,226,267.5,243,90,10,14
15,Fred Taylor\TaylFr00,JAX,RB,26,16,16,0,0,0,0,0,287,1314,4.58,8,57,49,408,8.33,0,222,275.7,243.7,86,11,15
16,Jamal Lewis\LewiJa00,BAL,RB,23,16,15,0,0,0,0,0,308,1327,4.31,6,60,47,442,9.4,1,219,267.9,234.4,83,12,16
17,Ahman Green\GreeAh00,GNB,RB,25,14,14,0,0,0,0,0,286,1240,4.34,7,74,57,393,6.89,2,217,278.3,241.8,81,13,17
18,Rich Gannon\GannRi00,OAK,QB,37,16,16,418,618,4689,26,10,50,156,3.12,3,0,0,0,,0,309,320.7,310.2,80,1,18
19,Daunte Culpepper\CulpDa00,MIN,QB,25,16,16,333,549,3853,18,23,106,609,5.75,10,0,0,0,,0,303,320.5,303,73,2,19
20,Marshall Faulk\FaulMa00,STL,RB,29,14,10,0,0,0,0,0,212,953,4.5,8,102,80,537,6.71,2,209,293,245,73,14,20
21,Duce Staley\StalDu00,PHI,RB,27,16,16,0,0,0,0,0,269,1029,3.83,5,69,51,541,10.61,3,207,262.5,229.5,71,15,21
22,Eric Moulds\MoulEr00,BUF,WR,29,16,15,0,0,0,0,0,1,7,7,0,180,100,1292,12.92,10,190,292.4,238.9,70,4,22
23,Corey Dillon\DillCo00,CIN,RB,28,16,16,0,0,0,0,0,314,1311,4.18,7,61,43,298,6.93,0,203,249.4,219.4,67,16,23
24,Randy Moss\MossRa00,MIN,WR,25,16,16,1,3,13,1,0,6,51,8.5,0,185,106,1347,12.71,7,186,294.8,238.3,66,5,24
25,Michael Bennett\BennMi00,MIN,RB,24,16,16,0,0,0,0,0,255,1296,5.08,5,41,37,351,9.49,1,201,241.7,215.2,64,17,25
26,Michael Vick\VickMi00,ATL,QB,22,15,15,231,421,2936,16,8,113,777,6.88,8,1,0,16,,0,293,302.2,291.7,63,3,26
27,Amani Toomer\ToomAm00,NYG,WR,28,16,16,0,0,0,0,0,1,2,2,0,134,82,1343,16.38,8,183,267.5,223.5,62,6,27
28,Marcel Shipp\ShipMa00,ARI,WR,24,15,6,0,0,0,0,0,188,834,4.44,6,49,38,413,10.87,3,179,220.7,193.7,58,7,28
29,Plaxico Burress\BurrPl00,PIT,WR,25,16,15,0,0,0,0,0,0,0,,0,144,78,1325,16.99,7,179,256.5,213.5,58,8,29
30,Jerry Porter\PortJe00,OAK,TE,24,16,14,0,0,0,0,0,4,6,1.5,0,70,51,688,13.49,9,127,181.4,152.9,58,2,30
31,Peerless Price\PricPe00,BUF,WR,26,16,16,0,0,0,0,0,3,-13,-4.33,0,148,94,1252,13.32,9,178,273.9,222.9,58,9,31
32,Todd Heap\HeapTo00,BAL,TE,22,16,16,0,1,0,0,0,4,38,9.5,0,122,68,836,12.29,6,125,196.4,159.4,56,3,32
33,Joe Horn\HornJo00,NOR,WR,30,16,16,0,0,0,0,0,1,2,2,0,149,88,1312,14.91,7,175,265.9,218.4,55,10,33
34,Curtis Martin\MartCu00,NYJ,RB,29,16,16,0,0,0,0,0,261,1094,4.19,7,56,49,362,7.39,0,190,244.6,214.1,53,18,34
35,Tony Gonzalez\GonzTo00,KAN,TE,26,16,16,0,0,0,0,0,0,0,,0,99,63,773,12.27,7,119,185.3,150.8,50,4,35
36,Garrison Hearst\HearGa00,SFO,RB,31,16,16,0,0,0,0,0,215,972,4.52,8,69,48,317,6.6,1,185,236.9,204.9,49,19,36
37,Warrick Dunn\DunnWa00,ATL,RB,27,15,14,0,0,0,0,0,230,927,4.03,7,66,50,377,7.54,2,184,238.4,205.4,48,20,37
38,Donald Driver\DrivDo00,GNB,WR,27,16,16,0,0,0,0,0,8,70,8.75,0,113,70,1064,15.2,9,167,239.9,201.4,47,11,38
39,Jerry Rice\RiceJe00,OAK,WR,40,16,16,0,0,0,0,0,3,20,6.67,0,150,92,1211,13.16,7,165,259.6,210.1,45,12,39
40,Laveranues Coles\ColeLa00,NYJ,WR,25,16,16,0,0,0,0,0,6,39,6.5,0,134,89,1264,14.2,5,162,253.8,205.8,42,13,40
41,Marty Booker\BookMa00,CHI,WR,26,16,16,1,5,44,1,0,0,0,,0,168,97,1189,12.26,6,161,260.7,209.2,40,14,41
42,Koren Robinson\RobiKo00,SEA,WR,22,16,16,0,0,0,0,0,8,56,7,0,141,78,1240,15.9,5,160,239.6,196.6,39,15,42
43,Peyton Manning\MannPe00,IND,QB,26,16,16,392,591,4200,27,19,38,148,3.89,2,0,0,0,,0,269,290.8,281.8,39,4,43
44,Torry Holt\HoltTo00,STL,WR,26,16,11,0,0,0,0,0,2,18,9,0,160,91,1302,14.31,4,156,249.5,200.5,36,16,44
45,James Stewart\StewJa00,DET,RB,31,14,9,0,1,0,0,0,231,1021,4.42,4,70,46,333,7.24,2,171,223.4,194.4,35,21,45
46,Aaron Brooks\BrooAa00,NOR,QB,26,16,16,283,528,3572,27,15,62,253,4.08,2,0,0,0,,0,262,277.7,266.2,33,5,46
47,Isaac Bruce\BrucIs00,STL,WR,30,16,16,0,0,0,0,0,3,18,6,0,130,79,1075,13.61,7,151,232.3,188.8,31,17,47
48,Jeff Garcia\GarcJe00,SFO,QB,32,16,16,328,528,3344,21,10,73,353,4.84,3,0,0,0,,0,259,274.1,267.1,29,7,48
49,Drew Bledsoe\BledDr00,BUF,QB,30,16,16,375,610,4359,24,15,27,67,2.48,2,0,0,0,,0,259,271.6,263.1,29,6,49
50,Rod Gardner\GardRo00,WAS,WR,25,16,15,0,1,0,0,0,1,1,1,0,141,71,1006,14.17,8,149,222.2,183.2,28,18,50
51,Jimmy Smith\SmitJi00,JAX,WR,33,16,16,0,0,0,0,0,1,2,2,0,137,80,1027,12.84,7,147,229.9,186.9,27,19,51
52,Trent Green\GreeTr00,KAN,QB,32,16,16,287,470,3690,26,13,31,225,7.26,1,0,0,0,,0,256,274.6,268.1,26,8,52
53,Chad Johnson\JohnCh01,CIN,WR,24,16,14,0,0,0,0,0,0,0,,0,137,69,1166,16.9,5,147,218.6,181.1,26,20,53
54,Tom Brady\BradTo00,NWE,QB,25,16,16,373,601,3764,28,14,42,110,2.62,1,0,0,0,,0,256,270.1,258.6,26,9,54
55,Steve McNair\McNaSt00,TEN,QB,29,16,16,301,492,3387,22,15,82,440,5.37,3,0,0,0,,0,255,272,261.5,26,10,55
56,Keyshawn Johnson\JohnKe00,TAM,WR,30,16,16,0,0,0,0,0,0,0,,0,142,76,1088,14.32,5,143,221.8,180.8,23,21,56
57,Bubba Franks\FranBu00,GNB,TE,24,16,15,1,1,31,1,0,0,0,,0,71,54,442,8.19,7,91,148.4,118.4,22,5,57
58,Quincy Morgan\MorgQu00,CLE,WR,25,16,16,0,0,0,0,0,3,7,2.33,0,97,56,964,17.21,7,139,197.1,165.1,19,22,58
59,Shannon Sharpe\SharSh00,DEN,TE,34,13,13,0,0,0,0,0,0,0,,0,88,61,686,11.25,3,87,150.6,117.1,17,6,59
60,Marcus Pollard\PollMa00,IND,TE,30,15,15,0,0,0,0,0,0,0,,0,69,43,478,11.12,6,86,131.3,106.3,17,7,60
61,Edgerrin James\JameEd00,IND,RB,24,14,14,0,0,0,0,0,277,989,3.57,2,80,61,354,5.8,1,152,217.3,178.8,16,22,61
62,Rod Smith\SmitRo01,DEN,WR,32,16,16,0,1,0,0,0,6,9,1.5,0,147,89,1027,11.54,5,134,225.1,177.1,13,23,62
63,Travis Taylor\TaylTr01,BAL,WR,23,16,15,0,0,0,0,0,11,105,9.55,0,118,61,869,14.25,6,133,200.4,163.9,13,24,63
64,Curtis Conway\ConwCu00,SDG,WR,31,13,13,0,0,0,0,0,7,53,7.57,2,94,57,852,14.95,5,133,191.5,159,12,25,64
65,Derrick Mason\MasoDe00,TEN,WR,28,14,14,0,0,0,0,0,0,0,,0,125,79,1012,12.81,5,131,212.2,168.7,11,26,65
66,Billy Miller\MillBi00,HOU,TE,25,16,7,0,0,0,0,0,0,0,,0,80,51,613,12.02,3,79,133.3,104.8,10,8,66
67,Joey Galloway\GallJo00,DAL,WR,31,16,16,0,0,0,0,0,4,31,7.75,0,120,61,908,14.89,6,130,192.9,158.4,10,27,67
68,Stephen Davis\DaviSt00,WAS,RB,28,12,12,0,0,0,0,0,207,820,3.96,7,33,23,142,6.17,1,144,171.2,151.7,8,23,68
69,Alge Crumpler\CrumAl00,ATL,TE,25,16,9,0,0,0,0,0,0,0,,0,58,36,455,12.64,5,76,114.5,93.5,6,9,69
70,Randy McMichael\McMiRa01,MIA,TE,23,16,16,0,0,0,0,0,1,8,8,0,68,39,485,12.44,4,73,114.8,91.8,4,10,70
71,Donovan McNabb\McNaDo00,PHI,QB,26,10,10,211,361,2289,17,6,63,460,7.3,6,1,0,0,,0,234,242.6,233.6,4,11,71
72,James Thrash\ThraJa00,PHI,WR,27,16,16,0,0,0,0,0,18,126,7,2,107,52,635,12.21,6,124,181.6,149.1,4,28,72
73,Wayne Chrebet\ChreWa00,NYJ,WR,29,15,15,0,1,0,0,0,0,0,,0,80,51,691,13.55,9,123,176.1,146.6,3,29,73
74,Kyle Brady\BradKy00,JAX,TE,30,16,16,0,0,0,0,0,0,0,,0,67,43,461,10.72,4,70,116.1,91.6,1,11,74
75,Darian Barnes\BarnDa00,TAM,,22,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,10,75
76,Dennis McKinley\McKiDe00,ARI,,26,12,1,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,3,76
77,Terry Jackson\JackTe00,SFO,,26,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,9,77
78,Harold Morrow\MorrHa00,MIN,,29,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,6,78
79,Brett Favre\FavrBr00,GNB,QB,33,16,16,341,551,3658,27,16,25,73,2.92,0,0,0,0,,0,230,243.6,235.6,,12,
80,Chad Pennington\PennCh01,NYJ,QB,26,15,12,275,399,3120,22,6,29,49,1.69,2,0,0,0,,0,220,227.7,223.7,,13,
81,Kerry Collins\CollKe00,NYG,QB,30,16,16,335,545,4073,19,14,44,-3,-0.07,0,0,0,0,,0,213,225.6,218.6,,14,
82,Brad Johnson\JohnBr00,TAM,QB,34,13,13,281,451,3049,22,6,13,30,2.31,0,0,0,0,,0,205,210,203,,15,
83,Jake Plummer\PlumJa00,ARI,QB,28,16,16,284,530,2972,18,20,46,283,6.15,2,1,1,2,2,0,193,213.9,200.9,,16,
84,Mark Brunell\BrunMa00,JAX,QB,32,15,15,245,416,2788,17,7,43,207,4.81,0,0,0,0,,0,190,200.7,192.2,,17,
85,Matt Hasselbeck\HassMa00,SEA,QB,27,16,10,267,419,3075,15,10,40,202,5.05,1,0,0,0,,0,189,202.7,194.2,,18,
86,Jon Kitna\KitnJo00,CIN,QB,30,14,12,294,473,3178,16,16,24,57,2.38,4,0,0,0,,0,189,202.8,194.8,,19,
87,Drew Brees\BreeDr00,SDG,QB,23,16,16,320,526,3284,17,16,38,130,3.42,1,0,0,0,,0,188,209.4,202.4,,20,
88,Brian Griese\GrieBr00,DEN,QB,27,13,13,291,436,3214,15,15,37,107,2.89,1,0,0,0,,0,175,195.3,188.3,,21,
89,Tommy Maddox\MaddTo00,PIT,QB,31,15,11,234,377,2836,20,16,19,43,2.26,0,2,0,0,,0,172,186.7,179.7,,22,
90,David Carr\CarrDa00,HOU,QB,23,16,16,233,444,2592,9,15,59,282,4.78,3,0,0,0,,0,160,170.4,153.9,,23,
91,Tim Couch\CoucTi00,CLE,QB,25,14,14,273,443,2842,18,18,23,77,3.35,0,0,0,0,,0,159,177.4,171.4,,24,
92,Jay Fiedler\FiedJa00,MIA,QB,31,11,10,179,292,2024,14,9,28,99,3.54,3,0,0,0,,0,147,157.4,152.9,,25,
93,Rodney Peete\PeetRo00,CAR,QB,36,14,14,223,381,2630,15,14,22,14,0.64,0,0,0,0,,0,139,150.6,142.6,,26,
94,William Green\GreeWi01,CLE,RB,23,16,10,0,0,0,0,0,243,887,3.65,6,27,16,113,7.06,0,136,156,140,,25,
95,Emmitt Smith\SmitEm00,DAL,RB,33,16,16,0,0,0,0,0,254,975,3.84,5,24,16,89,5.56,0,136,153.9,141.4,,24,
96,Amos Zereoue\ZereAm00,PIT,RB,26,16,5,0,0,0,0,0,193,762,3.95,4,53,42,341,8.12,0,134,181.3,153.3,,26,
97,Moe Williams\WillMo00,MIN,RB,28,16,0,0,0,0,0,0,84,414,4.93,11,43,27,251,9.3,0,133,165,145,,27,
98,Lamar Smith\SmitLa00,CAR,RB,32,11,11,0,0,0,0,0,209,737,3.53,7,26,20,167,8.35,0,132,157.4,140.4,,28,
99,Jeff Blake\BlakJe00,BAL,QB,32,11,10,165,295,2084,13,11,39,106,2.72,1,0,0,0,,0,132,145,135,,27,
100,Jerome Bettis\BettJe00,PIT,RB,30,13,11,0,0,0,0,0,187,666,3.56,9,9,7,57,8.14,0,126,135.8,128.8,,29,
101,Michael Pittman\PittMi00,TAM,RB,27,16,15,0,0,0,0,0,204,718,3.52,1,86,59,477,8.08,0,126,189,152,,30,
102,Anthony Thomas\ThomAn01,CHI,RB,25,12,12,0,0,0,0,0,214,721,3.37,6,41,24,163,6.79,0,124,151.9,131.4,,31,
103,Marc Bulger\BulgMa00,STL,QB,25,7,7,138,214,1826,14,6,12,-13,-1.08,1,1,1,3,3,0,122,131,126.5,,28,
104,Mike Alstott\AlstMi00,TAM,RB,29,16,9,0,0,0,0,0,146,548,3.75,5,48,35,242,6.91,2,121,160,134.5,,32,
105,Todd Pinkston\PinkTo00,PHI,WR,25,15,15,0,0,0,0,0,1,-15,-15,0,113,60,798,13.3,7,120,182.3,148.3,,30,
106,Brian Finneran\FinnBr00,ATL,WR,26,16,16,0,0,0,0,0,0,0,,0,102,56,838,14.96,6,120,177.8,145.8,,31,
107,David Patten\PattDa00,NWE,WR,28,16,14,0,1,0,0,0,2,6,3,0,120,61,824,13.51,5,113,177,143.5,,33,
108,Jim Miller\MillJi00,CHI,QB,31,10,8,180,314,1944,13,9,13,11,0.85,0,0,0,0,,0,113,121.9,115.9,,29,
109,Antonio Bryant\BryaAn00,DAL,WR,21,16,15,0,0,0,0,0,6,40,6.67,0,93,44,733,16.66,6,113,158.8,132.3,,32,
110,Darrell Jackson\JackDa00,SEA,WR,24,13,13,0,0,0,0,0,3,3,1,0,112,62,877,14.15,4,112,175.5,140,,34,
111,Kevan Barlow\BarlKe00,SFO,RB,23,14,0,0,0,0,0,0,145,675,4.66,4,21,14,136,9.71,1,111,130.1,116.1,,33,
112,Troy Brown\BrowTr00,NWE,WR,31,14,13,0,0,0,0,0,3,14,4.67,0,141,97,890,9.18,3,110,208.4,154.9,,35,
113,Jamel White\WhitJa00,CLE,RB,25,14,6,0,0,0,0,0,106,470,4.43,3,86,63,452,7.17,0,110,179.2,141.7,,34,
114,Derrius Thompson\ThomDe00,WAS,WR,25,16,14,0,0,0,0,0,10,77,7.7,0,93,53,773,14.58,4,109,164,133.5,,36,
115,Dennis Northcutt\NortDe00,CLE,WR,25,13,0,0,0,0,0,0,8,104,13,1,50,38,601,15.82,5,109,163.5,137.5,,37,
116,Donte' Stallworth\StalDo00,NOR,WR,22,13,7,0,0,0,0,0,2,2,1,0,69,42,594,14.14,8,108,152.6,128.6,,39,
117,Eddie Kennison\KennEd00,KAN,WR,29,16,14,0,0,0,0,0,7,58,8.29,0,92,53,906,17.09,2,108,164.4,134.9,,38,
118,Joey Harrington\HarrJo00,DET,QB,24,14,12,215,429,2294,12,16,7,4,0.57,0,0,0,0,,0,108,126.2,122.2,,30,
119,Tim Brown\BrowTi00,OAK,WR,36,16,16,0,0,0,0,0,6,19,3.17,0,127,81,930,11.48,2,107,189.4,144.4,,40,
120,Stacey Mack\MackSt00,JAX,RB,27,16,0,0,0,0,0,0,98,436,4.45,9,13,11,79,7.18,0,106,119.5,111,,35,
121,Tai Streets\StreTa00,SFO,WR,25,16,14,0,0,0,0,0,0,0,,0,109,72,756,10.5,5,106,180.1,140.6,,41,
122,Ed McCaffrey\McCaEd00,DEN,WR,34,16,16,0,0,0,0,0,2,22,11,0,103,69,903,13.09,2,105,176,138,,44,
123,Corey Bradford\BradCo00,HOU,WR,27,16,16,0,0,0,0,0,2,-11,-5.5,0,106,45,697,15.49,6,105,152.6,127.1,,43,
124,Steve Smith\SmitSt01,CAR,WR,23,15,13,0,0,0,0,0,1,-4,-4,0,98,54,872,16.15,3,105,171.3,138.8,,42,
125,Muhsin Muhammad\MuhaMu00,CAR,WR,29,14,14,0,0,0,0,0,3,40,13.33,0,108,63,823,13.06,3,104,170.3,135.8,,45,
126,Keenan McCardell\McCaKe00,TAM,WR,32,14,14,0,0,0,0,0,1,3,3,0,101,61,670,10.98,6,103,166.8,132.8,,46,
127,Jeremy Shockey\ShocJe00,NYG,WR,22,15,14,0,0,0,0,0,0,0,,0,128,74,894,12.08,2,101,176.9,135.4,,47,
128,Kevin Johnson\JohnKe01,CLE,WR,26,16,15,1,2,33,1,0,0,0,,0,120,67,703,10.49,4,100,169.6,133.1,,48,
129,Chris Chambers\ChamCh00,MIA,WR,24,15,15,0,0,0,0,0,6,78,13,0,100,52,734,14.12,3,99,153.7,124.2,,49,
130,Peter Warrick\WarrPe00,CIN,WR,25,15,10,0,0,0,0,0,8,22,2.75,0,81,53,606,11.43,6,99,153.8,123.3,,50,
131,Reggie Wayne\WaynRe00,IND,WR,24,16,7,0,0,0,0,0,0,0,,0,72,49,716,14.61,4,96,146.6,118.1,,51,
132,Kevin Faulk\FaulKe00,NWE,RB,26,15,0,0,1,0,0,0,52,271,5.21,2,53,37,379,10.24,3,95,149.5,124.5,,36,
133,Terry Glenn\GlenTe00,GNB,WR,28,15,14,0,0,0,0,0,0,0,,0,106,56,817,14.59,2,94,152.2,120.7,,52,
134,D'Wayne Bates\BateDW00,MIN,WR,27,14,11,0,0,0,0,0,0,0,,0,80,50,689,13.78,4,93,144.9,115.9,,53,
135,Bill Schroeder\SchrBi00,DET,WR,31,14,13,0,0,0,0,0,0,0,,0,77,36,595,16.53,5,92,130.5,109.5,,54,
136,Kenny Watson\WatsKe00,WAS,RB,24,16,4,0,0,0,0,0,116,534,4.6,1,43,32,253,7.91,1,91,128.7,106.7,,37,
137,Dez White\WhitDe00,CHI,WR,23,16,14,0,0,0,0,0,3,11,3.67,0,94,51,656,12.86,4,91,144.2,115.2,,56,
138,Tim Dwight\DwigTi00,SDG,WR,27,16,14,0,0,0,0,0,12,108,9,1,93,50,623,12.46,2,91,146.6,115.1,,55,
139,Kordell Stewart\StewKo00,PIT,QB,30,7,5,109,166,1155,6,6,43,191,4.44,2,1,0,0,,0,91,101.3,93.3,,31,
140,James Mungro\MungJa00,IND,RB,24,9,1,0,0,0,0,0,97,336,3.46,8,16,13,81,6.23,0,90,104.2,93.2,,38,
141,Marc Boerigter\BoerMa00,KAN,WR,24,16,2,0,0,0,0,0,0,0,,0,38,20,420,21,8,90,113,100,,57,
142,Patrick Ramsey\RamsPa00,WAS,QB,23,9,5,117,227,1539,9,8,13,-1,-0.08,1,0,0,0,,0,89,96,88.5,,32,
143,James Allen\AlleJa00,HOU,RB,27,16,5,1,2,5,1,0,155,519,3.35,0,57,47,302,6.43,0,88,140.8,110.8,,39,
144,Shane Matthews\MattSh00,WAS,QB,32,8,7,124,237,1251,11,6,12,31,2.58,0,1,1,-13,-13,0,84,93.3,89.3,,33,
145,Antonio Freeman\FreeAn00,PHI,WR,30,16,1,0,0,0,0,0,0,0,,0,80,46,600,13.04,4,84,133,107,,58,
146,Chad Hutchinson\HutcCh00,DAL,QB,25,9,9,127,250,1555,7,8,18,74,4.11,0,0,0,0,,0,82,86.6,77.6,,34,
147,T.J. Duckett\DuckT.00,ATL,RB,21,12,3,0,0,0,0,0,130,507,3.9,4,11,9,61,6.78,0,81,92.8,85.3,,40,
148,Quincy Carter\CartQu00,DAL,QB,25,7,7,125,221,1465,7,8,27,91,3.37,0,0,0,0,,0,80,88.2,82.7,,35,
149,Antwaan Randle El\RandAn00,PIT,WR,23,16,0,7,8,45,0,0,19,134,7.05,0,65,47,489,10.4,2,80,137.1,105.6,,59,
150,Andre' Davis\DaviAn01,CLE,WR,23,16,4,0,0,0,0,0,3,7,2.33,0,51,37,420,11.35,6,79,124.2,102.2,,60,
151,Mike Anderson\AndeMi00,DEN,RB,29,15,12,0,0,0,0,0,84,386,4.6,2,24,18,167,9.28,2,79,102.3,86.3,,41,
152,Jonathan Wells\WellJo00,HOU,RB,23,16,11,0,0,0,0,0,197,529,2.69,3,12,9,48,5.33,0,76,86.2,77.2,,42,
153,Jerome Pathon\PathJe00,NOR,WR,27,14,13,0,0,0,0,0,0,0,,0,80,43,523,12.16,4,76,122.3,97.8,,61,
154,Mike McMahon\McMaMi00,DET,QB,23,8,4,62,147,874,7,9,14,96,6.86,3,1,1,7,7,0,75,86.3,80.8,,36,
155,Thomas Jones\JoneTh00,ARI,RB,24,9,9,0,0,0,0,0,138,511,3.7,2,30,20,113,5.65,0,74,98.9,81.4,,43,
156,Dee Brown\BrowDe02,CAR,RB,24,14,3,0,1,0,0,1,102,360,3.53,4,33,17,86,5.06,1,73,91.6,78.1,,44,
157,Santana Moss\MossSa00,NYJ,WR,23,15,3,0,0,0,0,0,7,48,6.86,0,52,30,433,14.43,4,72,116.1,97.1,,63,
158,Az-Zahir Hakim\HakiAz00,DET,WR,25,10,10,0,0,0,0,0,4,3,0.75,0,82,37,541,14.62,3,72,118.4,96.9,,62,
159,James McKnight\McKnJa00,MIA,WR,30,15,9,0,0,0,0,0,7,58,8.29,0,47,29,528,18.21,2,71,101.6,83.1,,65,
160,Ricky Proehl\ProeRi00,STL,WR,34,16,2,0,1,0,0,0,0,0,,0,70,43,466,10.84,4,71,116.6,92.1,,64,
161,Kevin Dyson\DysoKe00,TEN,WR,27,11,11,0,0,0,0,0,2,-4,-2,0,69,41,460,11.22,4,70,113.1,89.1,,66,
162,Ray Lucas\LucaRa00,MIA,QB,30,7,6,92,160,1045,4,6,36,126,3.5,2,0,0,0,,0,70,78.4,68.4,,37,
163,Christian Fauria\FaurCh00,NWE,TE,31,16,13,0,0,0,0,0,0,0,,0,40,27,253,9.37,7,69,99.3,82.8,,12,
164,Ashley Lelie\LeliAs00,DEN,WR,22,16,1,0,0,0,0,0,4,40,10,0,53,35,525,15,2,69,106.5,86,,67,
165,Lamar Gordon\GordLa00,STL,RB,22,13,5,0,0,0,0,0,65,228,3.51,1,38,30,278,9.27,2,69,102.6,79.6,,45,
166,Ron Dayne\DaynRo00,NYG,RB,24,16,1,0,0,0,0,0,125,428,3.42,3,12,11,49,4.45,0,66,79.2,70.2,,46,
167,LaMont Jordan\JordLa00,NYJ,RB,24,14,0,0,0,0,0,0,84,316,3.76,3,23,17,160,9.41,0,66,86.6,70.1,,47,
168,Dorsey Levens\LeveDo00,PHI,RB,32,16,0,0,2,0,0,0,75,411,5.48,1,28,19,124,6.53,1,66,90,74,,48,
169,Joe Jurevicius\JureJo00,TAM,WR,28,15,3,0,0,0,0,0,0,0,,0,52,37,423,11.43,4,66,105.8,83.8,,68,
170,Chris Redman\RedmCh00,BAL,QB,25,6,6,97,182,1034,7,3,10,8,0.8,0,0,0,0,,0,64,67.7,62.2,,38,
171,Qadry Ismail\IsmaQa00,IND,WR,32,14,14,0,0,0,0,0,0,0,,0,84,44,462,10.5,3,64,111.2,86.2,,69,
172,Josh Reed\ReedJo01,BUF,WR,22,16,2,0,0,0,0,0,0,0,,0,59,37,509,13.76,2,63,102.4,80.4,,70,
173,Ernie Conwell\ConwEr00,STL,TE,30,16,11,0,0,0,0,0,6,30,5,1,48,34,419,12.32,2,63,99.9,79.9,,13,
174,Itula Mili\MiliIt00,SEA,TE,29,16,12,0,0,0,0,0,0,0,,0,64,43,508,11.81,2,63,108.3,83.3,,14,
175,Chad Lewis\LewiCh00,PHI,TE,31,16,16,0,0,0,0,0,0,0,,0,67,42,398,9.48,3,62,105.8,80.8,,15,
176,Bobby Engram\EngrBo00,SEA,WR,29,15,6,0,0,0,0,0,0,0,,0,72,50,619,12.38,0,62,119.9,90.9,,71,
177,Jabar Gaffney\GaffJa00,HOU,WR,22,16,14,1,1,39,1,0,0,0,,0,81,41,483,11.78,1,62,105.4,81.4,,72,
178,Tyrone Wheatley\WheaTy00,OAK,RB,30,14,0,0,0,0,0,0,108,419,3.88,2,20,12,71,5.92,0,61,75.5,66,,49,
179,Deion Branch\BranDe00,NWE,WR,23,13,7,0,0,0,0,0,2,0,0,0,68,43,489,11.37,2,61,106.4,81.4,,73,
180,Zack Crockett\CrocZa00,OAK,RB,30,16,0,0,0,0,0,0,40,118,2.95,8,0,0,0,,0,60,62.8,59.8,,50,
181,Drew Bennett\BennDr00,TEN,WR,24,16,7,0,0,0,0,0,0,0,,0,64,33,478,14.48,2,60,95.8,76.3,,75,
182,David Boston\BostDa00,ARI,WR,24,8,8,0,0,0,0,0,2,29,14.5,0,75,32,512,16,1,60,95.1,76.1,,74,
183,Bobby Shaw\ShawBo00,JAX,WR,27,16,10,0,0,0,0,0,0,0,,0,74,44,525,11.93,1,59,111,85.5,,76,
184,Johnnie Morton\MortJo00,KAN,WR,31,14,14,0,0,0,0,0,10,124,12.4,0,64,29,397,13.69,1,58,93.1,72.6,,77,
