Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Tkl,Int,Sk,College/Univ,
1,1,SFO,Alex Smith\SmitAl03,QB,21,2016,0,1,9,72,31,139,2490,4044,27338,154,89,459,2011,11,3,-7,0,9,,,Utah,College Stats
1,2,MIA,Ronnie Brown\BrowRo05,RB,23,2014,0,1,5,41,36,132,4,12,63,2,0,1281,5391,38,246,1966,2,13,,,Auburn,College Stats
1,3,CLE,Braylon Edwards\EdwaBr00,WR,22,2012,0,1,5,41,28,112,0,1,0,0,0,4,11,0,359,5522,40,24,,,Michigan,College Stats
1,4,CHI,Cedric Benson\BensCe00,RB,22,2012,0,0,5,34,9,96,,,,,,1600,6017,32,120,833,1,6,,,Texas,College Stats
1,5,TAM,Cadillac Williams\WillCa02,RB,23,2011,0,0,4,26,25,81,,,,,,1055,4038,21,148,1002,4,6,,,Auburn,College Stats
1,6,TEN,Adam Jones\JonePa20,DB,22,2016,1,1,5,46,13,128,0,0,0,0,0,2,8,0,2,31,0,400,15,3.0,West Virginia,College Stats
1,7,MIN,Troy Williamson\WillTr01,WR,22,2009,0,0,2,8,8,49,,,,,,6,58,0,87,1131,4,9,,,South Carolina,College Stats
1,8,ARI,Antrel Rolle\RollAn20,DB,22,2015,0,3,8,53,17,155,,,,,,1,9,0,1,9,0,705,26,4.0,Miami (FL),College Stats
1,9,WAS,Carlos Rogers\RogeCa20,DB,24,2014,0,1,7,49,24,133,,,,,,,,,,,,412,17,1.0,Auburn,College Stats
1,10,DET,Mike Williams\WillMi03,WR,21,2011,0,0,2,12,4,56,,,,,,1,0,0,127,1526,5,8,,,USC,College Stats
1,11,DAL,DeMarcus Ware\WareDe99,LB,23,2016,4,9,11,99,88,177,,,,,,,,,,,,505,3,138.5,Troy,College Stats
1,12,SDG,Shawne Merriman\MerrSh99,LB,21,2012,1,3,3,39,36,75,,,,,,,,,,,,196,1,45.5,Maryland,
1,13,NOR,Jammal Brown\BrowJa55,T,24,2012,1,2,6,50,39,85,,,,,,,,,,,,2,,,Oklahoma,College Stats
1,14,CAR,Thomas Davis\DaviTh20,LB,22,2016,1,1,8,59,59,147,,,,,,,,,,,,688,13,25.5,Georgia,College Stats
1,15,KAN,Derrick Johnson\JohnDe25,LB,22,2016,1,4,10,76,76,167,,,,,,,,,,,,890,14,27.5,Texas,
1,16,HOU,Travis Johnson\JohnTr20,DT,23,2010,0,0,2,16,14,76,,,,,,,,,,,,103,1,3.0,Florida St.,
1,17,CIN,David Pollack\PollDa20,LB,23,2006,0,0,0,3,3,16,,,,,,,,,,,,22,,4.5,Georgia,College Stats
1,18,MIN,Erasmus James\JameEr20,DE,22,2008,0,0,1,6,6,28,,,,,,,,,,,,30,,5.0,Wisconsin,College Stats
1,19,STL,Alex Barron\BarrAl20,T,23,2010,0,0,5,28,28,87,,,,,,,,,,,,3,,,Florida St.,College Stats
1,20,DAL,Marcus Spears\SpeaMa21,DE,22,2013,0,0,5,35,34,124,,,,,,,,,,,,143,,10.0,LSU,College Stats
1,21,JAX,Matt Jones\JoneMa00,WR,22,2008,0,0,1,22,22,54,2,3,12,0,0,14,36,0,166,2153,15,4,,,Arkansas,
1,22,BAL,Mark Clayton\ClayMa01,WR,23,2011,0,0,3,27,26,83,2,5,32,1,0,26,118,2,260,3448,14,19,,,Oklahoma,College Stats
1,23,OAK,Fabian Washington\WashFa20,DB,22,2010,0,0,5,21,10,81,,,,,,,,,,,,204,6,,Nebraska,College Stats
1,24,GNB,Aaron Rodgers\RodgAa00,QB,21,2016,2,5,9,112,112,140,2979,4580,36180,289,72,489,2489,24,1,-1,0,6,,,California,College Stats
1,25,WAS,Jason Campbell\CampJa00,QB,23,2014,0,0,5,47,32,90,1519,2518,16771,87,60,240,1204,6,,,,1,,,Auburn,College Stats
1,26,SEA,Chris Spencer\SpenCh21,C,23,2014,0,0,6,37,28,137,,,,,,,,,,,,4,,,Mississippi,
1,27,ATL,Roddy White\WhitRo00,WR,23,2015,1,4,10,88,88,171,,,,,,9,19,0,808,10863,63,25,,,Ala-Birmingham,College Stats
1,28,SDG,Luis Castillo\CastLu20,DE,22,2011,0,0,6,32,32,82,,,,,,,,,,,,151,2,19.0,Northwestern,
1,29,IND,Marlin Jackson\JackMa22,DB,22,2009,0,0,1,13,13,56,,,,,,,,,,,,221,4,0.5,Michigan,College Stats
1,30,PIT,Heath Miller\MillHe00,TE,22,2015,0,2,11,46,46,168,,,,,,2,8,0,592,6569,45,34,,,Virginia,College Stats
1,31,PHI,Mike Patterson\PattMi20,DT,22,2014,0,0,7,50,46,147,,,,,,,,,,,,288,1,16.5,USC,College Stats
1,32,NWE,Logan Mankins\MankLo20,G,23,2015,1,7,11,102,94,161,,,,,,,,,1,-9,0,5,,,Fresno St.,
2,33,SFO,David Baas\BaasDa20,G,24,2013,0,0,6,36,21,122,,,,,,,,,,,,5,,,Michigan,College Stats
2,34,CLE,Brodney Pool\PoolBr20,DB,21,2011,0,0,4,27,21,100,,,,,,,,,,,,292,13,5.5,Oklahoma,College Stats
2,35,PHI,Reggie Brown\BrowRe01,WR,24,2009,0,0,3,20,20,72,,,,,,11,68,1,177,2574,17,8,,,Georgia,College Stats
2,36,TAM,Barrett Ruud\RuudBa20,LB,22,2012,0,0,5,41,36,116,,,,,,,,,,,,481,7,6.0,Nebraska,College Stats
2,37,DET,Shaun Cody\CodySh20,DT,22,2012,0,0,4,27,5,112,,,,,,,,,,,,120,1,3.0,USC,College Stats
2,38,OAK,Stanford Routt\RoutSt20,DB,22,2012,0,0,3,21,18,119,,,,,,,,,,,,225,12,2.0,Houston,College Stats
2,39,CHI,Mark Bradley\BradMa00,WR,23,2009,0,0,1,10,4,57,2,2,63,1,0,2,20,0,92,1283,9,4,,,Oklahoma,College Stats
2,40,NOR,Josh Bullocks\BullJo20,DB,22,2010,0,0,3,21,19,90,,,,,,,,,,,,235,6,1.0,Nebraska,College Stats
2,41,TEN,Michael Roos\RoosMi20,T,22,2014,1,1,9,62,62,148,,,,,,,,,1,-7,0,8,,,East. Washington,
2,42,DAL,Kevin Burnett\BurnKe20,LB,22,2013,0,0,4,40,5,136,,,,,,,,,,,,491,5,20.0,Tennessee,College Stats
2,43,NYG,Corey Webster\WebsCo20,DB,23,2013,0,0,6,33,33,121,,,,,,,,,,,,330,20,2.0,LSU,College Stats
2,44,ARI,J.J. Arrington\ArriJ.00,RB,22,2008,0,0,0,11,11,58,0,1,0,0,0,183,654,3,91,693,2,6,,,California,College Stats
2,45,SEA,Lofa Tatupu\TatuLo99,LB,22,2010,1,3,5,49,49,84,,,,,,,,,,,,407,10,8.5,USC,College Stats
2,46,MIA,Matt Roth\RothMa20,DE,22,2011,0,0,4,27,13,96,,,,,,,,,,,,216,,23.5,Iowa,
2,47,NYJ,Mike Nugent\nugenmik01,K,23,2016,0,0,0,19,8,153,,,,,,,,,0,0,0,14,,,Ohio St.,College Stats
2,48,CIN,Odell Thurman\ThurOd20,LB,22,2005,0,0,1,7,7,16,,,,,,,,,,,,64,5,1.5,Georgia,College Stats
2,49,MIN,Marcus Johnson\JohnMa20,G,23,2009,0,0,1,10,10,53,,,,,,,,,,,,,,,Mississippi,
2,50,STL,Ronald Bartell\BartRo20,DB,23,2012,0,0,3,25,23,96,,,,,,,,,,,,310,8,2.0,Howard,
