Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
15,Chad Johnson\JohnCh01,CIN,WR,29,16,16,0,0,0,0,0,6,47,7.83,0,161,93,1440,15.48,8,197,291.7,241.2,75,6,15
16,Antonio Gates\GateAn00,SDG,TE,27,16,16,0,0,0,0,0,0,0,,0,117,75,984,13.12,9,152,230.4,189.9,74,2,16
17,Tony Gonzalez\GonzTo00,KAN,TE,31,16,16,0,0,0,0,0,0,0,,0,153,99,1172,11.84,5,147,249.2,196.7,69,3,17
18,T.J. Houshmandzadeh\HousTJ00,CIN,WR,30,16,15,0,0,0,0,0,5,14,2.8,0,169,112,1143,10.21,12,188,301.7,241.7,66,7,18
19,Marion Barber\BarbMa01,DAL,RB,24,16,0,0,0,0,0,0,204,975,4.78,10,54,44,282,6.41,2,198,246.2,216.7,65,7,19
20,Kellen Winslow\WinsKe01,CLE,TE,24,16,14,0,0,0,0,0,0,0,,0,148,82,1106,13.49,5,143,226.6,181.6,64,4,20
21,Marques Colston\ColsMa00,NOR,WR,24,16,14,0,0,0,0,0,0,0,,0,143,98,1202,12.27,11,186,286.7,234.2,64,8,21
22,Peyton Manning\MannPe00,IND,QB,31,16,16,337,515,4040,31,14,20,-5,-0.25,3,0,0,0,,0,277,291.1,285.1,59,3,22
23,Willis McGahee\McGaWi00,BAL,RB,26,15,15,0,0,0,0,0,294,1207,4.11,7,49,43,231,5.37,1,192,238.8,209.3,59,8,23
24,Brandon Marshall\MarsBr00,DEN,WR,23,16,16,0,0,0,0,0,5,57,11.4,0,170,102,1325,12.99,7,180,283.7,228.2,58,9,24
25,Frank Gore\GoreFr00,SFO,RB,24,15,15,0,0,0,0,0,260,1102,4.24,5,69,53,436,8.23,1,190,246.8,212.3,57,9,25
26,Plaxico Burress\BurrPl00,NYG,WR,30,16,16,0,0,0,0,0,0,0,,0,141,70,1025,14.64,12,175,247.5,209.5,52,10,26
27,Dallas Clark\ClarDa00,IND,TE,28,15,15,0,0,0,0,0,2,29,14.5,0,101,58,616,10.62,11,131,191.5,159.5,52,5,27
28,Edgerrin James\JameEd00,ARI,RB,29,16,16,0,0,0,0,0,324,1222,3.77,7,39,24,204,8.5,0,185,212.1,191.6,52,10,28
29,Chris Cooley\CoolCh00,WAS,TE,25,16,16,0,0,0,0,0,0,0,,0,110,66,786,11.91,8,129,197.1,160.6,50,6,29
30,Earnest Graham\GrahEa00,TAM,RB,27,15,10,0,0,0,0,0,222,898,4.05,10,69,49,324,6.61,0,182,236.7,205.7,49,11,30
31,Ben Roethlisberger\RoetBe00,PIT,QB,25,15,15,264,404,3154,32,11,35,204,5.83,2,0,0,0,,0,267,279.1,268.6,48,4,31
32,Drew Brees\BreeDr00,NOR,QB,28,16,16,440,652,4423,28,18,23,52,2.26,1,2,2,10,5,0,265,283.6,275.1,47,5,32
33,Wes Welker\WelkWe00,NWE,WR,26,16,13,0,0,0,0,0,4,34,8.5,0,145,112,1175,10.49,8,169,282.4,221.9,47,11,33
34,Marshawn Lynch\LyncMa00,BUF,RB,21,13,13,1,1,8,1,0,280,1115,3.98,7,26,18,184,10.22,0,178,201.2,185.2,45,12,34
35,Greg Jennings\JennGr00,GNB,WR,24,13,13,0,0,0,0,0,0,0,,0,84,53,920,17.36,12,164,219.5,189.5,42,12,35
36,Torry Holt\HoltTo00,STL,WR,31,16,16,0,0,0,0,0,0,0,,0,149,93,1189,12.78,7,163,257.9,207.4,41,13,36
37,Matt Hasselbeck\HassMa00,SEA,QB,32,16,16,352,562,3966,28,12,39,89,2.28,0,0,0,0,,0,258,268,260.5,39,6,37
38,Maurice Jones-Drew\DrewMa00,JAX,RB,22,15,0,0,0,0,0,0,167,768,4.6,9,55,40,407,10.18,0,172,222.5,195.5,38,13,38
39,Derek Anderson\AndeDe00,CLE,QB,24,16,15,298,527,3787,29,19,32,70,2.19,3,0,0,0,,0,256,276,270.5,38,7,39
40,Steven Jackson\JackSt00,STL,RB,24,12,12,1,1,2,1,0,237,1002,4.23,5,52,38,271,7.13,1,167,208.9,181.4,34,14,40
41,Roddy White\WhitRo00,ATL,WR,26,16,15,0,0,0,0,0,1,-2,-2,0,137,83,1202,14.48,6,156,240.5,194.5,34,14,41
42,LenDale White\WhitLe01,TEN,RB,23,16,16,0,0,0,0,0,303,1110,3.66,7,31,20,114,5.7,0,164,187.9,169.4,31,15,42
43,Brett Favre\FavrBr00,GNB,QB,38,16,16,356,535,4155,28,15,29,12,0.41,0,0,0,0,,0,249,262.9,255.4,31,8,43
44,Bobby Engram\EngrBo00,SEA,WR,34,16,13,0,0,0,0,0,0,0,,0,134,94,1147,12.2,6,151,247.2,196.7,29,15,44
45,Willie Parker\ParkWi00,PIT,RB,27,15,15,0,1,0,0,0,321,1316,4.1,2,31,23,164,7.13,0,160,187,167.5,27,16,45
46,Steve Smith\SmitSt01,CAR,WR,28,15,15,0,0,0,0,0,9,66,7.33,0,148,87,1002,11.52,7,149,238.3,191.3,27,16,46
47,Ryan Grant\GranRy00,GNB,RB,25,15,7,0,0,0,0,0,188,956,5.09,8,37,30,145,4.83,0,158,193.6,172.1,25,17,47
48,Kevin Curtis\CurtKe00,PHI,WR,29,16,16,0,0,0,0,0,0,0,,0,135,77,1110,14.42,6,147,239,197.5,25,17,48
49,Santonio Holmes\HolmSa00,PIT,WR,23,13,13,0,0,0,0,0,5,17,3.4,0,85,52,942,18.12,8,146,199.9,169.9,24,18,49
50,Fred Taylor\TaylFr00,JAX,RB,31,15,15,0,0,0,0,0,223,1202,5.39,5,14,9,58,6.44,0,156,167,158.5,23,18,50
51,Kenny Watson\WatsKe00,CIN,RB,29,16,5,0,0,0,0,0,178,763,4.29,7,67,52,374,7.19,0,156,212.2,178.7,23,19,51
52,Chester Taylor\TaylCh01,MIN,RB,28,14,8,0,1,0,0,0,157,844,5.38,7,43,29,281,9.69,0,155,187,164,21,20,52
53,Brandon Jacobs\JacoBr00,NYG,RB,25,11,9,0,0,0,0,0,202,1009,5,4,38,23,174,7.57,2,154,180.8,160.8,21,21,53
54,Heath Miller\MillHe00,PIT,TE,25,16,16,0,0,0,0,0,0,0,,0,61,47,566,12.04,7,99,148.6,122.1,20,7,54
55,Reggie Bush\BushRe00,NOR,WR,22,12,10,0,0,0,0,0,157,581,3.7,4,98,73,417,5.71,2,142,216.8,170.3,20,19,55
56,Anquan Boldin\BoldAn00,ARI,WR,27,12,11,0,0,0,0,0,1,14,14,0,99,71,853,12.01,9,141,213.7,174.2,19,20,56
57,Derrick Mason\MasoDe00,BAL,WR,33,16,16,0,0,0,0,0,0,0,,0,164,103,1087,10.55,5,139,244.2,189.2,17,21,57
58,Owen Daniels\DaniOw00,HOU,TE,25,16,16,0,0,0,0,0,0,0,,0,94,63,768,12.19,3,95,158.8,122.3,16,8,58
59,Joey Galloway\GallJo00,TAM,WR,36,15,15,0,0,0,0,0,1,1,1,0,98,57,1014,17.79,6,138,197.5,166,15,22,59
60,Donald Lee\LeexDo00,GNB,TE,27,15,12,0,0,0,0,0,0,0,,0,63,48,575,11.98,6,94,144,116.5,15,9,60
61,Thomas Jones\JoneTh00,NYJ,RB,29,16,14,0,0,0,0,0,310,1119,3.61,1,34,28,217,7.75,1,146,178.6,157.6,13,22,61
62,Carson Palmer\PalmCa00,CIN,QB,28,16,16,373,575,4131,26,20,24,10,0.42,0,0,0,0,,0,230,250.7,245.2,12,9,62
63,Andre Johnson\JohnAn02,HOU,WR,26,9,9,0,0,0,0,0,0,0,,0,86,60,851,14.18,8,133,195.6,162.1,11,23,63
64,Justin Fargas\FargJu00,OAK,RB,27,14,7,0,0,0,0,0,222,1009,4.55,4,32,23,188,8.17,0,144,171.2,152.2,11,23,64
65,Shaun McDonald\McDoSh00,DET,WR,26,16,7,0,0,0,0,0,4,2,0.5,0,127,79,943,11.94,6,131,211,167,8,24,65
66,Dwayne Bowe\BoweDw00,KAN,WR,23,16,15,0,0,0,0,0,0,0,,0,116,70,995,14.21,5,130,202.5,164.5,7,25,66
67,Jerricho Cotchery\CotcJe00,NYJ,WR,25,15,15,0,0,0,0,0,5,38,7.6,0,127,82,1130,13.78,2,129,213.3,168.8,7,26,67
68,Tony Scheffler\ScheTo00,DEN,TE,24,16,7,0,0,0,0,0,0,0,,0,65,49,549,11.2,5,85,136.4,108.4,6,10,68
69,Bernard Berrian\BerrBe00,CHI,WR,27,16,15,0,0,0,0,0,0,0,,0,128,71,951,13.39,5,125,198.6,159.6,3,27,69
70,Jeremy Shockey\ShocJe00,NYG,TE,27,14,14,0,0,0,0,0,1,6,6,0,93,57,619,10.86,3,81,140.5,109,2,11,70
71,Nate Burleson\BurlNa00,SEA,WR,26,16,12,0,0,0,0,0,2,4,2,0,96,50,694,13.88,9,124,187.3,157.8,2,28,71
72,Reggie Williams\WillRe00,JAX,WR,24,15,6,0,0,0,0,0,1,8,8,0,60,38,629,16.55,10,124,163.2,139.7,2,29,72
73,Reagan Maui'a\MauiRe00,MIA,,23,16,9,0,0,0,0,0,4,5,1.25,0,3,2,5,2.5,0,1,2.5,1,1,1,73
74,Donovan McNabb\McNaDo00,PHI,QB,31,14,14,291,473,3324,19,7,50,236,4.72,0,0,0,0,,0,219,227.1,216.6,,10,74
75,Jay Cutler\CutlJa00,DEN,QB,24,16,16,297,467,3497,20,14,44,205,4.66,1,0,0,0,,0,218,232.9,221.4,,11,75
76,Desmond Clark\ClarDe00,CHI,TE,30,16,16,0,0,0,0,0,0,0,,0,67,44,545,12.39,4,79,125,99.5,,12,76
77,Fred McCrary\McCrFr00,SEA,,35,6,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,5,77
78,Laurence Maroney\MaroLa00,NWE,RB,22,13,6,0,0,0,0,0,185,835,4.51,6,8,4,116,29,0,133,143.1,135.1,,24,78
79,Kurt Warner\WarnKu00,ARI,QB,36,14,11,281,451,3417,27,17,17,15,0.88,1,0,0,0,,0,218,232.2,223.2,,12,
80,Jon Kitna\KitnJo00,DET,QB,35,16,16,355,561,4068,18,20,25,63,2.52,0,1,1,9,9,0,202,217.4,205.4,,13,
81,Eli Manning\MannEl00,NYG,QB,26,16,16,297,529,3336,23,20,29,69,2.38,1,0,0,0,,0,198,214.8,205.3,,14,
82,David Garrard\GarrDa00,JAX,QB,29,12,12,208,325,2509,18,3,49,185,3.78,1,0,0,0,,0,193,200.4,192.9,,15,
83,Philip Rivers\RivePh00,SDG,QB,26,16,16,277,460,3152,21,15,29,33,1.14,1,0,0,0,,0,189,201.9,193.4,,16,
84,Jason Campbell\CampJa00,WAS,QB,26,13,13,250,417,2700,12,11,36,185,5.14,1,0,0,0,,0,163,173,160.5,,17,
85,Vince Young\YounVi00,TEN,QB,24,15,15,238,382,2546,9,17,93,395,4.25,3,0,0,0,,0,161,179.3,168.3,,18,
86,Jeff Garcia\GarcJe00,TAM,QB,37,13,13,209,327,2440,13,4,35,116,3.31,1,0,0,0,,0,159,167.2,159.2,,19,
87,Tarvaris Jackson\JackTa00,MIN,QB,24,12,12,171,294,1911,9,12,54,260,4.81,3,0,0,0,,0,136,151.9,143.4,,20,
88,Ronnie Brown\BrowRo05,MIA,RB,26,7,7,0,0,0,0,0,119,602,5.06,4,46,39,389,9.97,1,131,176.1,150.6,,25,
89,DeShaun Foster\FostDe00,CAR,RB,27,16,16,0,0,0,0,0,247,876,3.55,3,36,25,182,7.28,1,130,157.3,135.3,,26,
90,Kevin Jones\JoneKe02,DET,RB,25,13,10,0,0,0,0,0,153,581,3.8,8,44,32,197,6.16,0,126,162.8,139.8,,27,
91,Ron Dayne\DaynRo00,HOU,RB,29,13,8,0,0,0,0,0,194,773,3.98,6,26,17,112,6.59,0,125,147,132,,28,
92,Chris Chambers\ChamCh00,2TM,WR,29,16,12,0,0,0,0,0,3,12,4,0,129,66,970,14.7,4,122,190.7,154.2,,30,
93,Warrick Dunn\DunnWa00,ATL,RB,32,16,15,0,0,0,0,0,227,720,3.17,4,59,37,238,6.43,0,120,161.8,136.3,,29,
94,DeAngelo Williams\WillDe02,CAR,RB,24,16,0,0,0,0,0,0,144,717,4.98,4,38,23,175,7.61,1,119,147.7,129.7,,30,
95,Hines Ward\WardHi00,PIT,WR,31,13,13,0,0,0,0,0,3,11,3.67,0,113,71,732,10.31,7,118,192.3,153.8,,31,
96,Cleo Lemon\LemoCl00,MIA,QB,28,9,7,173,309,1773,6,6,31,102,3.29,4,0,0,0,,0,117,125.6,116.1,,21,
97,Donald Driver\DrivDo00,GNB,WR,32,15,14,0,0,0,0,0,2,4,2,0,122,82,1048,12.78,2,117,201.7,157.2,,32,
98,Sage Rosenfels\RoseSa00,HOU,QB,29,9,5,154,240,1684,15,12,21,51,2.43,1,0,0,0,,0,116,129.5,124.5,,22,
99,Adrian Peterson\PeteAd00,CHI,RB,28,16,5,1,1,9,1,0,151,510,3.38,3,65,51,420,8.24,0,115,170.9,137.9,,31,
100,Lee Evans\EvanLe00,BUF,WR,26,16,16,0,0,0,0,0,0,0,,0,113,55,849,15.44,5,115,172.9,142.4,,33,
101,Roy Williams\WillRo04,DET,WR,26,12,12,0,0,0,0,0,2,1,0.5,0,105,64,838,13.09,5,114,179.9,143.9,,34,
102,Maurice Morris\MorrMa00,SEA,RB,28,14,6,0,0,0,0,0,140,628,4.49,4,32,23,213,9.26,1,114,142.6,124.6,,32,
103,Matt Schaub\SchaMa00,HOU,QB,26,11,11,192,289,2241,9,9,17,52,3.06,0,0,0,0,,0,113,121.3,114.8,,23,
104,Patrick Crayton\CrayPa00,DAL,WR,28,15,13,0,0,0,0,0,0,0,,0,81,50,697,13.94,7,112,163.7,134.7,,35,
105,Calvin Johnson\JohnCa00,DET,WR,22,15,10,0,0,0,0,0,4,52,13,1,93,48,756,15.75,4,111,161.3,133.8,,36,
106,Marc Bulger\BulgMa00,STL,QB,30,12,12,221,378,2392,11,15,9,13,1.44,0,0,0,0,,0,111,126,120,,24,
107,Najeh Davenport\DaveNa00,PIT,RB,28,15,1,0,0,0,0,0,107,499,4.66,5,27,18,184,10.22,2,110,133.8,118.3,,33,
108,Shaun Alexander\AlexSh00,SEA,RB,30,13,10,0,0,0,0,0,207,716,3.46,4,25,14,76,5.43,1,109,125.2,114.2,,34,
109,Damon Huard\HuarDa00,KAN,QB,34,11,10,206,332,2257,11,13,9,-1,-0.11,0,0,0,0,,0,108,121.7,116.2,,25,
110,Kevin Walter\WaltKe00,HOU,WR,26,16,15,0,0,0,0,0,5,30,6,0,106,65,800,12.31,4,107,181,145.5,,37,
111,Jerry Porter\PortJe00,OAK,WR,29,16,16,0,0,0,0,0,0,0,,0,102,44,705,16.02,6,107,153.5,128.5,,38,
112,Reggie Brown\BrowRe01,PHI,WR,26,16,14,0,0,0,0,0,5,36,7.2,0,111,61,780,12.79,4,106,169.1,135.1,,39,
113,Cedric Benson\BensCe00,CHI,RB,25,11,11,0,0,0,0,0,196,674,3.44,4,27,17,123,7.24,0,104,125.2,109.2,,35,
114,Joey Harrington\HarrJo00,ATL,QB,29,12,10,215,348,2215,7,8,14,33,2.36,0,1,1,4,4,0,104,116.3,112.8,,26,
115,Chad Pennington\PennCh01,NYJ,QB,31,9,8,179,260,1765,10,9,20,32,1.6,1,0,0,0,,0,104,113.3,107.8,,27,
116,Derrick Ward\WardDe01,NYG,RB,27,8,5,0,0,0,0,0,125,602,4.82,3,40,26,179,6.88,1,102,133.1,113.1,,36,
117,Selvin Young\YounSe00,DEN,RB,24,15,8,0,0,0,0,0,140,729,5.21,1,43,35,231,6.6,0,102,142,117.5,,37,
118,Laveranues Coles\ColeLa00,NYJ,WR,30,12,10,0,0,0,0,0,0,0,,0,89,55,646,11.75,6,101,158.6,128.1,,40,
119,Santana Moss\MossSa00,WAS,WR,28,14,14,0,0,0,0,0,3,13,4.33,0,115,61,808,13.25,3,100,163.1,128.6,,41,
120,Travis Henry\HenrTr00,DEN,RB,29,12,7,0,0,0,0,0,167,691,4.14,4,14,7,65,9.29,0,100,108.1,100.1,,38,
121,Ronald Curry\CurrRo01,OAK,WR,28,16,13,0,1,0,0,0,1,1,1,0,97,55,717,13.04,4,100,157.8,127.3,,42,
122,Larry Johnson\JohnLa00,KAN,RB,28,8,8,0,1,0,0,0,158,559,3.54,3,41,30,186,6.2,1,99,134,112.5,,39,
123,LaMont Jordan\JordLa00,OAK,RB,29,12,7,0,0,0,0,0,144,549,3.81,3,34,28,247,8.82,0,98,131.6,111.6,,40,
124,Isaac Bruce\BrucIs00,STL,WR,35,14,12,0,0,0,0,0,2,-4,-2,0,101,55,733,13.33,4,97,154.9,124.4,,43,
125,David Patten\PattDa00,NOR,WR,33,16,5,0,0,0,0,0,2,-5,-2.5,0,87,54,792,14.67,3,97,152.7,121.7,,44,
126,Aaron Stecker\StecAa00,NOR,RB,32,16,6,0,0,0,0,0,115,448,3.9,5,43,36,211,5.86,0,96,137.4,112.9,,41,
127,Arnaz Battle\BattAr00,SFO,WR,27,16,15,0,0,0,0,0,4,4,1,1,104,50,600,12,5,96,147.9,118.4,,45,
128,Jerious Norwood\NorwJe00,ATL,RB,24,15,2,0,0,0,0,0,103,613,5.95,1,39,28,277,9.89,0,95,129,109,,42,
129,Kyle Boller\BollKy00,BAL,QB,26,12,8,168,275,1743,9,10,19,89,4.68,0,1,0,0,,0,95,105.1,99.6,,28,
130,Amani Toomer\ToomAm00,NYG,WR,33,16,15,0,0,0,0,0,0,0,,0,104,59,760,12.88,3,94,156,123.5,,47,
131,Roydell Williams\WillRo05,TEN,WR,26,16,14,0,0,0,0,0,2,-17,-8.5,0,93,55,719,13.07,4,94,152.2,121.7,,46,
132,Brandon Stokley\StokBr00,DEN,WR,31,13,9,0,0,0,0,0,1,-6,-6,0,71,40,635,15.88,5,93,135.9,112.9,,48,
133,Brian Griese\GrieBr00,CHI,QB,32,7,6,161,262,1803,10,12,13,28,2.15,0,0,0,0,,0,91,102.9,96.9,,29,
134,Julius Jones\JoneJu01,DAL,RB,26,16,16,0,0,0,0,0,164,588,3.59,2,26,23,203,8.83,0,91,120.1,102.6,,43,
135,Deion Branch\BranDe00,SEA,WR,28,11,11,0,0,0,0,0,0,0,,0,85,49,661,13.49,4,90,142.1,114.6,,49,
136,Donte' Stallworth\StalDo00,NWE,WR,27,16,9,0,0,0,0,0,1,12,12,0,75,46,697,15.15,3,89,137.9,111.9,,50,
137,Chris Brown\BrowCh03,TEN,RB,26,12,1,0,0,0,0,0,102,462,4.53,5,21,19,128,6.74,0,89,113.5,97.5,,44,
138,Dennis Northcutt\NortDe00,JAX,WR,30,15,11,0,0,0,0,0,6,27,4.5,0,73,44,601,13.66,4,87,133.3,107.8,,52,
139,Rudi Johnson\JohnRu00,CIN,RB,28,11,9,0,0,0,0,0,170,497,2.92,3,15,13,110,8.46,1,87,104.2,90.2,,45,
140,Justin Gage\GageJu00,TEN,WR,26,16,8,0,0,0,0,0,0,0,,0,85,55,750,13.64,2,87,144.5,113.5,,51,
141,Daunte Culpepper\CulpDa00,OAK,QB,30,7,6,108,186,1331,5,5,20,40,2,3,0,0,0,,0,85,88.7,81.2,,30,
142,Kenton Keith\KeitKe00,IND,RB,27,16,1,0,0,0,0,0,121,533,4.4,3,23,13,77,5.92,1,85,100.5,90.5,,46,
143,Trent Edwards\EdwaTr01,BUF,QB,24,10,9,151,269,1630,7,8,14,49,3.5,0,0,0,0,,0,82,91.1,86.1,,31,
144,Bobby Wade\WadeBo00,MIN,WR,26,16,12,0,0,0,0,0,1,-9,-9,0,84,54,647,11.98,3,82,137.3,105.8,,53,
145,Joe Jurevicius\JureJo00,CLE,WR,33,16,12,0,0,0,0,0,0,0,,0,81,50,614,12.28,3,81,134.4,106.4,,54,
146,Antwaan Randle El\RandAn00,WAS,WR,28,15,13,1,2,19,0,0,4,-3,-0.75,0,77,51,728,14.27,1,81,133.8,103.8,,55,
147,Vincent Jackson\JackVi00,SDG,WR,24,16,16,0,0,0,0,0,0,0,,0,80,41,623,15.2,3,80,124.3,100.8,,56,
148,James Jones\JoneJa04,GNB,WR,23,16,9,0,0,0,0,0,0,0,,0,80,47,676,14.38,2,80,128.1,100.1,,57,
149,Josh McCown\McCoJo01,OAK,QB,28,9,9,111,190,1151,10,11,29,143,4.93,0,0,0,0,,0,80,91.8,80.3,,32,
150,Ike Hilliard\HillIk00,TAM,WR,31,15,10,0,0,0,0,0,1,6,6,0,86,62,722,11.65,1,79,142.3,106.8,,58,
151,Leon Washington\WashLe00,NYJ,RB,25,16,4,1,1,36,0,0,71,353,4.97,3,51,36,213,5.92,0,78,136,110,,47,
152,Andre' Davis\DaviAn01,HOU,WR,28,14,8,0,0,0,0,0,0,0,,0,63,33,583,17.67,3,78,131.8,111.8,,59,
153,Kellen Clemens\ClemKe00,NYJ,QB,24,10,8,130,250,1529,5,10,27,111,4.11,1,0,0,0,,0,78,92.3,84.3,,33,
154,Michael Jenkins\JenkMi00,ATL,TE,25,15,6,0,0,0,0,0,0,0,,0,85,53,532,10.04,4,77,133.2,103.7,,13,
155,Ben Watson\WatsBe00,NWE,TE,27,12,8,0,0,0,0,0,1,11,11,0,49,36,389,10.81,6,76,114.5,93,,14,
156,Drew Carter\CartDr00,CAR,WR,26,16,7,0,0,0,0,0,0,0,,0,75,38,517,13.61,4,76,116.7,94.7,,60,
157,Anthony Gonzalez\GonzAn00,IND,WR,23,13,9,0,0,0,0,0,0,0,,0,51,37,576,15.57,3,76,115.6,94.1,,61,
158,Nate Washington\WashNa00,PIT,WR,24,16,4,0,0,0,0,0,1,0,0,0,55,29,450,15.52,5,75,107,89.5,,63,
159,Muhsin Muhammad\MuhaMu00,CHI,WR,34,16,16,0,0,0,0,0,0,0,,0,81,40,570,14.25,3,75,118,95,,62,
160,Jabar Gaffney\GaffJa00,NWE,WR,27,16,7,0,0,0,0,0,0,0,,0,50,36,449,12.47,5,75,113.9,92.9,,64,
161,Quinn Gray\GrayQu00,JAX,QB,28,8,4,80,144,986,10,5,19,57,3,0,0,0,0,,0,75,82.1,78.1,,34,
162,Vernon Davis\DaviVe00,SFO,TE,23,14,14,0,0,0,0,0,0,0,,0,85,52,509,9.79,4,75,129.4,99.9,,15,
163,Chris Redman\RedmCh00,ATL,QB,30,7,4,89,149,1079,10,5,8,16,2,0,0,0,0,,0,75,81.8,77.8,,35,
164,Alge Crumpler\CrumAl00,ATL,TE,30,14,10,0,0,0,0,0,0,0,,0,70,42,444,10.57,5,74,119.4,95.4,,16,
165,Jesse Chatman\ChatJe00,MIA,RB,28,14,6,0,0,0,0,0,128,515,4.02,1,37,27,161,5.96,0,74,106.1,86.1,,48,
166,Mike Furrey\FurrMi00,DET,WR,30,16,10,0,0,0,0,0,0,0,,0,91,61,664,10.89,1,72,136.4,102.9,,65,
167,Kevin Faulk\FaulKe00,NWE,RB,31,16,8,0,0,0,0,0,62,265,4.27,0,61,47,383,8.15,1,71,123.3,93.3,,49,
168,Ernest Wilford\WilfEr00,JAX,WR,28,16,14,0,0,0,0,0,0,0,,0,74,45,518,11.51,3,70,117.8,92.3,,66,
169,Reuben Droughns\DrouRe00,NYG,RB,29,16,1,0,0,0,0,0,85,275,3.24,6,15,7,49,7,0,68,77.9,70.9,,50,
170,Kolby Smith\SmitKo00,KAN,,23,16,6,0,0,0,0,0,112,407,3.63,2,30,22,148,6.73,0,68,95.5,78.5,,51,
171,Darrell Jackson\JackDa00,SFO,WR,29,15,15,0,0,0,0,0,0,0,,0,104,46,497,10.8,3,68,116.2,89.7,,67,
172,Sidney Rice\RiceSi01,MIN,WR,21,13,4,2,2,94,0,0,0,0,,0,53,31,396,12.77,4,67,101.4,82.9,,68,
173,Luke McCown\McCoLu00,TAM,QB,26,5,3,94,139,1009,5,3,12,117,9.75,0,0,0,0,,0,66,73.6,66.1,,36,
174,Bryant Johnson\JohnBr02,ARI,WR,26,16,8,0,0,0,0,0,0,0,,0,88,46,528,11.48,2,65,113.8,87.8,,69,
175,Correll Buckhalter\BuckCo00,PHI,RB,29,14,2,0,0,0,0,0,62,313,5.05,4,21,12,87,7.25,0,64,78.5,69,,52,
176,Brodie Croyle\CroyBr00,KAN,QB,24,9,6,127,224,1227,6,6,7,18,2.57,0,0,0,0,,0,63,69.9,64.9,,38,
177,J.P. Losman\LosmJ.00,BUF,QB,26,8,7,111,175,1204,4,6,20,110,5.5,0,0,0,0,,0,63,72.7,64.2,,37,
178,Marty Booker\BookMa00,MIA,WR,31,15,15,0,1,0,0,0,2,12,6,0,105,50,556,11.12,1,63,115.3,86.8,,70,
179,Ladell Betts\BettLa00,WAS,RB,28,16,0,0,0,0,0,0,93,335,3.6,1,32,21,174,8.29,1,63,89.4,72.4,,53,
180,Zach Miller\MillZa01,OAK,TE,22,16,16,0,0,0,0,0,0,0,,0,68,44,444,10.09,3,62,108.4,82.4,,17,
181,Rex Grossman\GrosRe00,CHI,QB,27,8,7,122,225,1411,4,7,14,27,1.93,0,0,0,0,,0,61,68.1,62.1,,39,
182,Devery Henderson\HendDe00,NOR,WR,25,16,9,0,0,0,0,0,2,20,10,0,43,20,409,20.45,3,61,83.9,70.9,,71,
183,Randy McMichael\McMiRa01,STL,TE,28,16,15,0,0,0,0,0,0,0,,0,67,39,429,11,3,61,102.9,80.4,,18,
