Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Tkl,Int,Sk,College/Univ,
1,1,TAM,Jameis Winston\WinsJa00,QB,21,2016,0,1,2,13,13,30,614,1032,7653,47,30,101,346,7,,,,,,,Florida St.,College Stats
1,2,TEN,Marcus Mariota\MariMa01,QB,21,2016,0,0,2,9,9,26,498,801,6145,44,19,92,598,4,1,41,1,,,,Oregon,College Stats
1,3,JAX,Dante Fowler\FowlDa00,OLB,21,2016,0,0,0,0,0,14,,,,,,,,,,,,21,,2.5,Florida,College Stats
1,4,OAK,Amari Cooper\CoopAm00,WR,21,2016,0,1,2,9,9,30,,,,,,4,-3,0,146,2108,10,,,,Alabama,College Stats
1,5,WAS,Brandon Scherff\ScheBr00,T,23,2016,0,0,2,7,7,30,,,,,,,,,,,,,,,Iowa,College Stats
1,6,NYJ,Leonard Williams\WillLe02,DE,21,2016,0,0,2,9,9,30,,,,,,,,,,,,64,,10.0,USC,College Stats
1,7,CHI,Kevin White\WhitKe00,WR,23,2016,0,0,0,0,0,4,,,,,,1,9,0,19,187,0,,,,West Virginia,College Stats
1,8,ATL,Vic Beasley\BeasVi00,OLB,23,2016,0,0,2,7,7,30,,,,,,,,,,,,49,1,18.5,Clemson,College Stats
1,9,NYG,Ereck Flowers\FlowEr00,T,21,2016,0,0,2,9,9,29,,,,,,,,,1,-11,0,,,,Miami (FL),College Stats
1,10,STL,Todd Gurley\GurlTo01,RB,21,2016,0,1,2,8,8,27,,,,,,470,1884,15,57,458,0,,,,Georgia,College Stats
1,11,MIN,Trae Waynes\WaynTr00,CB,23,2016,0,0,0,1,1,28,,,,,,,,,,,,54,2,,Michigan St.,College Stats
1,12,CLE,Danny Shelton\ShelDa01,NT,22,2016,0,0,2,6,6,30,,,,,,,,,,,,50,,1.5,Washington,College Stats
1,13,NOR,Andrus Peat\PeatAn00,T,21,2016,0,0,1,6,6,25,,,,,,,,,,,,,,,Stanford,College Stats
1,14,MIA,DeVante Parker\ParkDe01,WR,22,2016,0,0,0,3,3,28,,,,,,,,,73,1108,6,,,,Louisville,College Stats
1,15,SDG,Melvin Gordon\GordMe00,RB,22,2016,0,0,2,5,5,27,,,,,,438,1638,10,74,611,2,,,,Wisconsin,College Stats
1,16,HOU,Kevin Johnson\JohnKe04,CB,23,2016,0,0,0,5,5,22,,,,,,,,,,,,65,1,,Wake Forest,College Stats
1,17,SFO,Arik Armstead\ArmsAr01,DT,21,2016,0,0,0,1,1,24,,,,,,,,,,,,23,,4.5,Oregon,College Stats
1,18,KAN,Marcus Peters\PeteMa00,CB,22,2016,0,1,2,11,11,29,,,,,,,,,,,,85,13,,Washington,College Stats
1,19,CLE,Cameron Erving\ErviCa00,C,23,2016,0,0,1,2,2,27,,,,,,,,,,,,,,,Florida St.,College Stats
1,20,PHI,Nelson Agholor\AghoNe00,WR,22,2016,0,0,2,2,2,26,,,,,,3,10,0,57,601,2,,,,USC,College Stats
1,21,CIN,Cedric Ogbuehi\OgbuCe00,T,23,2016,0,0,1,0,0,18,,,,,,,,,,,,,,,Texas A&M,College Stats
1,22,PIT,Bud Dupree\DuprAl00,OLB,22,2016,0,0,0,3,3,21,,,,,,,,,,,,28,,6.5,Kentucky,College Stats
1,23,DEN,Shane Ray\RayxSh00,DE,22,2016,0,0,0,2,2,28,,,,,,,,,,,,44,,11.0,Missouri,College Stats
1,24,ARI,D.J. Humphries\HumpD.00,T,21,2016,0,0,1,0,0,13,,,,,,,,,,,,,,,Florida,College Stats
1,25,CAR,Shaq Thompson\ThomSh01,OLB,21,2016,0,0,2,5,5,26,,,,,,,,,,,,56,1,1.0,Washington,College Stats
