Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Tkl,Int,Sk,College/Univ,
1,30,STL,Alec Ogletree\OgleAl00,LB,22,2016,0,0,3,19,19,50,,,,,,,,,,,,294,5,3.5,Georgia,College Stats
1,31,DAL,Travis Frederick\FredTr00,C,22,2016,0,2,4,27,27,62,,,,,,,,,,,,4,,,Wisconsin,College Stats
1,32,BAL,Matt Elam\ElamMa00,DB,22,2016,0,0,2,11,11,39,,,,,,,,,,,,88,1,0.5,Florida,College Stats
2,33,JAX,Jonathan Cyprien\CyprJo00,DB,23,2016,0,0,4,15,15,58,,,,,,,,,,,,331,2,2.0,Florida International,College Stats
2,34,TEN,Justin Hunter\HuntJu00,WR,22,2016,0,0,1,8,8,46,,,,,,,,,77,1241,12,2,,,Tennessee,College Stats
2,35,PHI,Zach Ertz\ErtzZa00,TE,22,2016,0,0,1,14,14,59,,,,,,,,,232,2668,11,2,,,Stanford,College Stats
2,36,DET,Darius Slay\SlayDa00,DB,22,2016,0,0,3,13,13,57,,,,,,,,,,,,158,6,1.0,Mississippi St.,College Stats
2,37,CIN,Giovani Bernard\BernGi00,RB,21,2016,0,0,1,25,25,55,,,,,,583,2442,14,187,1671,6,4,,,North Carolina,College Stats
2,38,SDG,Manti Te'o\TeoxMa00,LB,22,2016,0,0,2,13,13,38,,,,,,,,,,,,160,2,1.5,Notre Dame,College Stats
2,39,NYJ,Geno Smith\SmitGe00,QB,22,2016,0,0,2,14,14,33,501,866,5962,28,36,135,647,7,1,13,0,2,,,West Virginia,College Stats
2,40,SFO,Tank Carradine\CarrCo00,DE,24,2016,0,0,0,3,3,36,,,,,,,,,,,,40,,4.0,Florida St.,College Stats
2,41,BUF,Robert Woods\WoodRo02,WR,21,2016,0,0,3,13,13,55,,,,,,4,22,0,196,2365,12,5,,,USC,College Stats
2,42,OAK,Menelik Watson\WatsMe00,T,24,2016,0,0,1,6,6,25,,,,,,,,,,,,,,,Florida St.,
2,43,TAM,Johnthan Banks\BankJo00,DB,23,2016,0,0,2,13,13,52,,,,,,,,,,,,111,7,,Mississippi St.,College Stats
2,44,CAR,Kawann Short\ShorKa00,DT,24,2016,0,1,2,21,21,62,,,,,,,,,,,,103,,21.0,Purdue,College Stats
2,45,ARI,Kevin Minter\MintKe00,LB,22,2016,0,0,2,14,14,59,,,,,,,,,,,,171,,5.0,LSU,College Stats
2,46,BUF,Kiko Alonso\AlonKi00,LB,23,2016,0,0,2,11,9,40,,,,,,,,,,,,179,7,2.0,Oregon,College Stats
2,47,DAL,Gavin Escobar\EscoGa00,TE,22,2016,0,0,0,2,2,60,,,,,,,,,29,326,8,2,,,San Diego St.,College Stats
2,48,PIT,Le'Veon Bell\BellLe00,RB,21,2016,1,1,3,29,29,46,0,1,0,0,0,888,3923,25,224,1990,4,3,,,Michigan St.,College Stats
2,49,NYG,Johnathan Hankins\HankJo00,DT,21,2016,0,0,3,11,11,50,,,,,,,,,,,,88,,10.0,Ohio St.,College Stats
2,50,CHI,Jonathan Bostic\BostJo00,LB,22,2015,0,0,2,8,7,40,,,,,,,,,,,,103,1,2.0,Florida,College Stats
2,51,WAS,David Amerson\AmerDa00,DB,21,2016,0,0,4,13,8,61,,,,,,,,,,,,202,8,,North Carolina St.,College Stats
2,52,NWE,Jamie Collins\CollJa00,LB,23,2016,0,1,3,25,25,56,,,,,,,,,,,,242,5,12.5,Southern Miss,College Stats
2,53,CIN,Margus Hunt\HuntMa00,DE,26,2016,0,0,0,3,3,42,,,,,,,,,,,,14,,1.5,SMU,College Stats
2,54,MIA,Jamar Taylor\TaylJa01,DB,23,2016,0,0,1,4,4,46,,,,,,,,,,,,110,2,,Boise St.,College Stats
2,55,SFO,Vance McDonald\McDoVa00,TE,23,2016,0,0,2,3,3,48,,,,,,,,,64,866,7,2,,,Rice,College Stats
2,56,BAL,Arthur Brown\BrowAr00,LB,23,2016,0,0,0,2,2,48,,,,,,,,,,,,11,,0.5,Kansas St.,College Stats
2,57,HOU,D.J. Swearinger\SweaDJ00,DB,22,2016,0,0,3,12,10,57,,,,,,,,,,,,166,6,2.0,South Carolina,College Stats
2,58,DEN,Montee Ball\BallMo00,RB,22,2014,0,0,0,8,8,21,,,,,,175,731,5,29,207,0,6,,,Wisconsin,College Stats
2,59,NWE,Aaron Dobson\DobsAa00,WR,22,2015,0,0,1,6,6,24,,,,,,,,,53,698,4,1,,,Marshall,College Stats
2,60,ATL,Robert Alford\AlfoRo00,DB,24,2016,0,0,3,12,12,55,,,,,,,,,,,,139,9,,SE Louisiana,
2,61,GNB,Eddie Lacy\LacyEd00,RB,23,2016,0,1,3,32,32,51,,,,,,788,3435,23,101,900,6,3,,,Alabama,College Stats
2,62,SEA,Christine Michael\MichCh00,RB,22,2016,0,0,0,4,4,35,,,,,,247,1070,7,24,124,1,,,,Texas A&M,College Stats
3,63,KAN,Travis Kelce\KelcTr00,TE,23,2016,0,1,3,18,18,47,,,,,,1,-5,0,212,2694,13,,,,Cincinnati,College Stats
3,64,JAX,Dwayne Gratz\GratDw00,DB,23,2016,0,0,2,10,10,43,,,,,,,,,,,,91,3,,Connecticut,College Stats
3,65,DET,Larry Warford\WarfLa00,G,22,2016,0,0,4,19,19,55,,,,,,,,,,,,3,,,Kentucky,
3,66,OAK,Sio Moore\MoorSi00,LB,23,2016,0,0,2,12,11,45,,,,,,,,,,,,148,,7.5,Connecticut,College Stats
3,67,PHI,Bennie Logan\LogaBe00,DT,23,2016,0,0,4,17,17,57,,,,,,,,,,,,122,,5.5,LSU,College Stats
3,68,CLE,Leon McFadden\McFaLe00,DB,22,2016,0,0,0,1,1,32,,,,,,,,,,,,19,,,San Diego St.,College Stats
3,69,ARI,Tyrann Mathieu\MathTy00,DB,21,2016,1,1,3,16,16,50,,,,,,,,,,,,215,9,3.0,LSU,
3,70,TEN,Blidi Wreh-Wilson\WrehBl00,DB,23,2016,0,0,1,6,6,35,,,,,,,,,,,,73,1,,Connecticut,College Stats
3,71,STL,T.J. McDonald\McDoTJ00,DB,22,2016,0,0,4,14,14,51,,,,,,,,,,,,209,3,5.0,USC,College Stats
3,72,NYJ,Brian Winters\WintBr00,G,22,2016,0,0,3,11,11,51,,,,,,,,,,,,1,,,Kent St.,
3,73,TAM,Mike Glennon\GlenMi00,QB,23,2016,0,0,1,11,11,21,374,630,4100,30,15,37,86,0,,,,2,,,North Carolina St.,College Stats
3,74,DAL,Terrance Williams\WillTe01,WR,24,2016,0,0,3,18,18,62,,,,,,3,4,0,170,2697,19,4,,,Baylor,College Stats
3,75,NOR,Terron Armstead\ArmsTe00,T,22,2016,0,0,2,17,17,40,,,,,,,,,,,,1,,,Ark-Pine Bluff,
3,76,SDG,Keenan Allen\AlleKe00,WR,21,2016,0,0,3,20,20,38,,,,,,,,,221,2617,16,8,,,California,College Stats
3,77,MIA,Dallas Thomas\ThomDa04,T,23,2016,0,0,1,12,12,37,,,,,,,,,,,,1,,,Tennessee,
3,78,BUF,Marquise Goodwin\GoodMa00,WR,22,2016,0,0,0,2,2,37,,,,,,6,21,0,47,756,6,3,,,Texas,College Stats
3,79,PIT,Markus Wheaton\WheaMa00,WR,22,2016,0,0,2,13,13,47,,,,,,4,19,0,107,1508,8,10,,,Oregon St.,College Stats
3,80,DAL,J.J. Wilcox\WilcJ.00,DB,22,2016,0,0,2,14,14,56,,,,,,,,,,,,152,4,,Georgia Southern,
3,81,NYG,Damontre Moore\MoorDa01,DE,21,2016,0,0,0,4,4,49,,,,,,,,,,,,52,,10.0,Texas A&M,College Stats
3,82,NOR,John Jenkins\JenkJo00,DT,24,2016,0,0,1,10,10,51,,,,,,,,,,,,67,,1.5,Georgia,College Stats
3,83,NWE,Logan Ryan\RyanLo00,DB,22,2016,0,0,2,12,12,62,,,,,,,,,,,,195,12,2.5,Rutgers,College Stats
3,84,CIN,Shawn Williams\WillSh02,DB,22,2016,0,0,1,5,5,61,,,,,,,,,,,,86,4,1.0,Georgia,College Stats
3,85,WAS,Jordan Reed\ReedJo02,TE,23,2016,0,0,0,14,14,45,,,,,,1,18,0,243,2562,19,3,,,Florida,College Stats
3,86,IND,Hugh Thornton\ThorHu00,G,22,2015,0,0,3,16,16,37,,,,,,,,,,,,4,,,Illinois,College Stats
3,87,SEA,Jordan Hill\HillJo01,DT,22,2016,0,0,0,6,6,31,,,,,,,,,,,,31,1,7.0,Penn St.,College Stats
3,88,SFO,Corey Lemonier\LemoCo00,DE,21,2016,0,0,0,3,3,50,,,,,,,,,,,,35,,3.0,Auburn,College Stats
3,89,HOU,Brennan Williams\WillBr03,OL,22,,0,0,0,,,,,,,,,,,,,,,,,,North Carolina,College Stats
3,90,DEN,Kayvon Webster\WebsKa00,DB,22,2016,0,0,0,4,4,53,,,,,,,,,,,,64,1,,South Florida,College Stats
3,91,NWE,Duron Harmon\HarmDu00,DB,22,2016,0,0,0,6,6,61,,,,,,,,,,,,66,7,,Rutgers,College Stats
3,92,STL,Stedman Bailey\BailSt01,WR,22,2015,0,0,0,7,7,38,,,,,,3,46,1,59,843,2,8,,,West Virginia,College Stats
3,93,MIA,Will Davis\DaviWi02,DB,23,2016,0,0,0,0,0,20,,,,,,,,,,,,26,1,,Utah St.,College Stats
3,94,BAL,Brandon Williams\WillBr02,DT,24,2016,0,0,3,16,16,53,,,,,,,,,,,,97,,4.5,Missouri Southern,
3,95,HOU,Sam Montgomery\MontSa00,DE,23,,0,0,0,,,,,,,,,,,,,,,,,,LSU,College Stats
3,96,KAN,Knile Davis\DaviKn00,RB,21,2016,0,0,0,10,10,56,,,,,,244,796,11,34,271,1,1,,,Arkansas,College Stats
3,97,TEN,Zaviar Gooden\GoodZa00,LB,23,2016,0,0,0,3,3,30,,,,,,,,,,,,29,,,Missouri,College Stats
4,98,PHI,Matt Barkley\BarkMa00,QB,23,2016,0,0,0,1,1,9,125,212,1463,6,11,12,0,0,,,,,,,USC,College Stats
4,99,KAN,Nico Johnson\JohnNi00,LB,23,2015,0,0,0,3,1,18,,,,,,,,,,,,13,,,Alabama,College Stats
4,100,TAM,Akeem Spence\SpenAk00,DT,21,2016,0,0,1,11,11,54,,,,,,,,,,,,65,,5.5,Illinois,College Stats
4,101,JAX,Ace Sanders\SandAc00,WR,21,2014,0,0,0,3,3,27,1,1,21,1,0,2,4,0,57,539,1,2,,,South Carolina,College Stats
4,102,NWE,Josh Boyce\BoycJo00,WR,22,2014,0,0,0,1,1,10,,,,,,,,,9,121,0,1,,,TCU,College Stats
4,103,ARI,Alex Okafor\OkafAl00,DE,22,2016,0,0,2,14,14,40,,,,,,,,,,,,63,1,12.5,Texas,College Stats
4,104,MIA,Jelani Jenkins\JenkJe00,LB,21,2016,0,0,2,13,13,53,,,,,,,,,,,,163,,3.5,Florida,College Stats
4,105,BUF,Duke Williams\WillDu00,DB,22,2016,0,0,0,7,7,57,,,,,,,,,,,,68,1,1.0,Nevada,College Stats
4,106,MIA,Dion Sims\SimsDi00,TE,22,2016,0,0,0,4,4,54,,,,,,,,,72,689,8,,,,Michigan St.,College Stats
4,107,TEN,Brian Schwenke\SchwBr00,C,22,2016,0,0,2,11,11,39,,,,,,,,,1,6,0,5,,,California,College Stats
4,108,CAR,Edmund Kugbila\KugbEd00,OL,23,,0,0,0,,,,,,,,,,,,,,,,,,Valdosta St.,
4,109,GNB,David Bakhtiari\BakhDa00,T,22,2016,0,0,4,25,25,60,,,,,,,,,,,,1,,,Colorado,
4,110,NYG,Ryan Nassib\NassRy00,QB,23,2015,0,0,0,0,0,5,9,10,128,1,0,2,-3,0,,,,,,,Syracuse,College Stats
4,111,PIT,Shamarko Thomas\ThomSh00,DB,22,2016,0,0,0,3,3,48,,,,,,,,,,,,30,,,Syracuse,College Stats
4,112,OAK,Tyler Wilson\WilsTy00,QB,24,,0,0,0,,,,,,,,,,,,,,,,,,Arkansas,College Stats
4,113,STL,Barrett Jones\JoneBa00,G,23,2014,0,0,0,1,1,10,,,,,,,,,,,,,,,Alabama,College Stats
4,114,DAL,B.W. Webb\WebbBW00,DB,23,2016,0,0,0,3,1,47,,,,,,,,,,,,54,2,,William & Mary,
4,115,PIT,Landry Jones\JoneLa02,QB,24,2016,0,0,0,1,1,15,61,104,794,4,5,11,-9,0,,,,,,,Oklahoma,College Stats
4,116,ARI,Earl Watford\WatfEa00,G,23,2016,0,0,0,3,3,30,,,,,,,,,,,,,,,James Madison,
4,117,CHI,Khaseem Greene\GreeKh00,LB,24,2014,0,0,0,3,3,25,,,,,,,,,,,,33,1,,Rutgers,College Stats
4,118,CIN,Sean Porter\PortSe00,LB,22,2016,0,0,0,0,0,3,,,,,,,,,,,,,,,Texas A&M,College Stats
4,119,WAS,Phillip Thomas\ThomPh00,DB,24,2014,0,0,0,0,0,8,,,,,,,,,,,,19,,,Fresno St.,College Stats
4,120,MIN,Gerald Hodges\HodgGe00,LB,22,2016,0,0,1,10,8,52,,,,,,,,,,,,147,3,3.5,Penn St.,College Stats
4,121,IND,Khaled Holmes\HolmKh00,C,23,2015,0,0,0,4,4,17,,,,,,,,,,,,,,,USC,
4,122,GNB,J.C. Tretter\TretJC00,T,22,2016,0,0,0,3,3,31,,,,,,,,,,,,,,,Cornell,
4,123,SEA,Chris Harper\HarpCh00,WR,24,2013,0,0,0,0,,4,,,,,,,,,,,,1,,,Kansas St.,College Stats
4,124,HOU,Trevardo Williams\WillTr02,DE,22,2014,0,0,0,0,,3,,,,,,,,,,,,5,,1.0,Connecticut,College Stats
4,125,GNB,Johnathan Franklin\FranJo01,RB,23,2013,0,0,0,1,1,11,,,,,,19,107,1,4,30,0,3,,,UCLA,College Stats
4,126,TAM,William Gholston\GholWi00,DE,22,2016,0,0,3,11,11,57,,,,,,,,,,,,126,,10.5,Michigan St.,College Stats
4,127,ATL,Malliciah Goodman\GoodMa01,DE,23,2016,0,0,1,5,5,37,,,,,,,,,,,,12,,,Clemson,College Stats
4,128,SFO,Quinton Patton\PattQu00,WR,23,2016,0,0,1,4,4,40,,,,,,3,51,0,73,880,1,,,,Louisiana Tech,College Stats
4,129,BAL,John Simon\SimoJo01,DE,22,2016,0,0,0,7,1,44,,,,,,,,,,,,79,,10.0,Ohio St.,College Stats
4,130,BAL,Kyle Juszczyk\JuszKy00,RB,22,2016,0,0,2,4,4,62,,,,,,5,10,0,93,758,5,7,,,Harvard,
4,131,SFO,Marcus Lattimore\LattMa00,RB,21,,0,0,0,,,,,,,,,,,,,,,,,,South Carolina,College Stats
4,132,DET,Devin Taylor\TaylDe00,DE,23,2016,0,0,1,6,6,59,,,,,,,,,,,,69,,15.0,South Carolina,College Stats
4,133,ATL,Levine Toilolo\ToilLe00,TE,22,2016,0,0,2,2,2,62,,,,,,,,,60,573,6,3,,,Stanford,College Stats
5,134,KAN,Sanders Commings\CommSa00,DB,23,2013,0,0,0,0,0,2,,,,,,,,,,,,1,,,Georgia,College Stats
5,135,JAX,Denard Robinson\RobiDe00,WR,23,2016,0,0,1,7,7,54,0,2,0,0,0,259,1041,5,47,310,0,4,,,Michigan,College Stats
5,136,PHI,Earl Wolff\WolfEa00,DB,23,2014,0,0,0,4,4,18,,,,,,,,,,,,43,1,,North Carolina St.,College Stats
5,137,SEA,Jesse Williams\WillJe02,DT,22,,0,0,0,,,,,,,,,,,,,,,,,,Alabama,College Stats
5,138,SEA,Tharold Simon\SimoTh00,DB,22,2016,0,0,0,2,2,20,,,,,,,,,,,,20,1,,LSU,College Stats
5,139,IND,Montori Hughes\HughMo00,DT,23,2016,0,0,0,2,2,25,,,,,,,,,,,,17,,,Tenn-Martin,
5,140,ARI,Stepfan Taylor\TaylSt00,RB,22,2016,0,0,0,3,3,59,,,,,,120,393,1,20,154,3,5,,,Stanford,College Stats
5,141,NYJ,Oday Aboushi\AbouOd00,T,22,2016,0,0,1,6,4,25,,,,,,,,,,,,1,,,Virginia,College Stats
5,142,TEN,Lavar Edwards\EdwaLa00,DE,23,2016,0,0,0,1,1,22,,,,,,,,,,,,14,,2.0,LSU,College Stats
5,143,BUF,Jonathan Meeks\MeekJo01,DB,23,2016,0,0,0,1,1,36,,,,,,,,,,,,3,,,Clemson,
5,144,NOR,Kenny Stills\StilKe00,WR,21,2016,0,0,3,16,14,61,,,,,,4,8,0,157,2662,18,2,,,Oklahoma,College Stats
5,145,SDG,Steve Williams\WillSt02,DB,22,2016,0,0,0,3,3,33,,,,,,,,,,,,44,2,1.0,California,College Stats
5,146,DEN,Quanterus Smith\SmitQu00,DE,23,2014,0,0,0,1,1,15,,,,,,,,,,,,7,,,West. Kentucky,
5,147,TAM,Steven Means\MeanSt00,DE,23,2016,0,0,0,1,1,19,,,,,,,,,,,,5,,1.0,Buffalo,College Stats
5,148,CAR,A.J. Klein\KleiAJ00,LB,22,2016,0,0,1,10,10,58,,,,,,,,,,,,93,1,4.0,Iowa St.,College Stats
5,149,STL,Brandon McGee\McGeBr00,DB,22,2015,0,0,0,1,1,18,,,,,,,,,,,,14,,,Miami (FL),College Stats
5,150,PIT,Terry Hawthorne\HawtTe00,DB,23,,0,0,0,,,,,,,,,,,,,,,,,,Illinois,College Stats
5,151,DAL,Joseph Randle\RandJo01,RB,21,2015,0,0,0,7,7,35,,,,,,181,822,9,22,170,0,12,,,Oklahoma St.,College Stats
5,152,NYG,Cooper Taylor\TaylCo01,DB,23,2015,0,0,0,2,2,16,,,,,,,,,,,,7,,,Richmond,
5,153,ATL,Stansly Maponga\MapoSt00,DE,22,2015,0,0,0,2,2,26,,,,,,,,,,,,4,,1.0,TCU,College Stats
5,154,WAS,Chris Thompson\ThomCh03,RB,22,2016,0,0,0,3,3,33,,,,,,100,559,2,83,562,4,,,,Florida St.,College Stats
5,155,MIN,Jeff Locke\LockJe00,P,24,2016,0,0,0,5,5,62,,,,,,1,-6,0,,,,,,,UCLA,College Stats
5,156,CIN,Tanner Hawkinson\HawkTa00,T,23,2015,0,0,0,0,0,6,,,,,,,,,,,,,,,Kansas,
5,157,SFO,Quinton Dial\DialQu00,DE,23,2016,0,0,2,10,10,44,,,,,,,,,,,,76,,4.5,Alabama,College Stats
5,158,SEA,Luke Willson\WillLu00,TE,23,2016,0,0,1,9,9,54,,,,,,,,,71,950,6,4,,,Rice,College Stats
5,159,GNB,Micah Hyde\HydeMi00,DB,22,2016,0,0,0,12,12,61,,,,,,,,,,,,184,7,4.0,Iowa,College Stats
5,160,STL,Zac Stacy\StacZa00,RB,22,2015,0,0,1,11,10,35,,,,,,357,1355,9,53,358,1,,,,Vanderbilt,College Stats
5,161,DEN,Tavarres King\KingTa00,WR,23,2016,0,0,0,0,,7,,,,,,,,,3,19,0,,,,Georgia,College Stats
5,162,WAS,Brandon Jenkins\JenkBr00,DE,23,2013,0,0,0,0,0,5,,,,,,,,,,,,1,,,Florida St.,College Stats
5,163,CHI,Jordan Mills\MillJo02,T,22,2016,0,0,3,17,15,53,,,,,,,,,,,,1,,,Louisiana Tech,
5,164,MIA,Mike Gillislee\GillMi00,RB,22,2016,0,0,0,2,0,21,,,,,,128,734,10,14,69,1,2,,,Florida,College Stats
5,165,DET,Sam Martin\MartSa01,P,23,2016,0,0,0,9,9,62,2,2,27,0,0,2,3,0,,,,1,,,Appalachian St.,
5,166,MIA,Caleb Sturgis\SturCa00,K,24,2016,0,0,0,6,4,59,,,,,,,,,,,,5,,,Florida,College Stats
5,167,GNB,Josh Boyd\BoydJo00,DE,24,2015,0,0,0,4,4,26,,,,,,,,,,,,16,,,Mississippi St.,College Stats
5,168,BAL,Ricky Wagner\WagnRi00,T,23,2016,0,0,3,16,16,61,,,,,,,,,,,,,,,Wisconsin,
6,169,JAX,Josh Evans\EvanJo00,DB,22,2016,0,0,3,13,13,49,,,,,,,,,,,,145,,,Florida,College Stats
6,170,KAN,Eric Kush\KushEr00,C,24,2016,0,0,0,1,1,17,,,,,,,,,,,,,,,California (PA),
6,171,DET,Corey Fuller\FullCo00,WR,23,2015,0,0,0,3,3,28,,,,,,,,,18,288,1,1,,,Virginia Tech,College Stats
6,172,OAK,Nick Kasa\KasaNi00,TE,22,2013,0,0,0,0,0,16,,,,,,,,,1,9,1,1,,,Colorado,College Stats
6,173,DEN,Vinston Painter\PainVi00,G,23,2016,0,0,0,0,,8,,,,,,,,,,,,,,,Virginia Tech,
6,174,ARI,Ryan Swope\SwopRy00,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,Texas A&M,College Stats
6,175,CLE,Jamoris Slaughter\SlauJa00,DB,23,,0,0,0,,,,,,,,,,,,,,,,,,Notre Dame,College Stats
6,176,HOU,David Quessenberry\QuesDa00,OL,23,,0,0,0,,,,,,,,,,,,,,,,,,San Jose St.,
6,177,BUF,Dustin Hopkins\HopkDu00,K,22,2016,0,0,0,4,,29,,,,,,,,,,,,,,,Florida St.,College Stats
6,178,NYJ,William Campbell\CampWi00,OL,22,,0,0,0,,,,,,,,,,,,,,,,,,Michigan,College Stats
6,179,SDG,Tourek Williams\WillTo00,DE,22,2016,0,0,0,4,4,45,,,,,,,,,0,0,0,30,,2.0,Florida International,College Stats
6,180,SFO,Nick Moody\MoodNi00,LB,23,2016,0,0,0,2,2,24,,,,,,,,,,,,19,,,Florida St.,College Stats
6,181,OAK,Latavius Murray\MurrLa00,RB,23,2016,0,1,2,12,12,43,,,,,,523,2227,20,88,614,0,4,,,Central Florida,College Stats
6,182,CAR,Kenjon Barner\BarnKe00,RB,24,2016,0,0,0,1,0,32,,,,,,61,260,2,16,71,0,,,,Oregon,College Stats
6,183,NOR,Rufus Johnson\JohnRu02,DE,23,2015,0,0,0,0,,1,,,,,,,,,,,,1,,,Tarleton St.,
6,184,OAK,Mychal Rivera\RiveMy00,TE,23,2016,0,0,1,8,8,59,,,,,,,,,144,1404,10,4,,,Tennessee,College Stats
6,185,DAL,DeVonte Holloman\HollDe01,LB,22,2013,0,0,0,1,1,9,,,,,,,,,,,,14,,2.0,South Carolina,College Stats
6,186,PIT,Justin Brown\BrowJu00,WR,22,2014,0,0,0,1,1,8,,,,,,,,,12,94,0,,,,Oklahoma,College Stats
6,187,ARI,Andre Ellington\ElliAn00,RB,24,2016,0,0,1,14,14,51,,,,,,391,1679,9,110,991,3,2,,,Clemson,College Stats
6,188,CHI,Cornelius Washington\WashCo00,LB,24,2016,0,0,0,1,1,29,,,,,,,,,,,,19,,3.0,Georgia,College Stats
6,189,TAM,Mike James\JameMi00,RB,22,2016,0,0,0,2,2,23,1,1,2,1,0,83,351,0,15,60,0,,,,Miami (FL),College Stats
6,190,CIN,Rex Burkhead\BurkRe00,RB,23,2016,0,0,0,2,2,40,,,,,,48,214,1,28,238,1,1,,,Nebraska,College Stats
6,191,WAS,Bacarri Rambo\RambBa00,DB,23,2016,0,0,1,6,1,39,,,,,,,,,,,,91,4,2.0,Georgia,College Stats
6,192,IND,John Boyett\BoyeJo00,DB,23,,0,0,0,,,,,,,,,,,,,,,,,,Oregon,College Stats
6,193,GNB,Nate Palmer\PalmNa01,LB,24,2016,0,0,1,7,7,36,,,,,,,,,,,,55,,1.0,Illinois St.,
6,194,SEA,Spencer Ware\WareSp00,RB,21,2016,0,0,1,3,0,26,,,,,,276,1273,9,37,432,2,,,,LSU,College Stats
6,195,HOU,Alan Bonner\BonnAl00,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Jacksonville St.,
